@relation 'letter_test_30pct.txt_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A17-N200-T1.0E-4-weka.filters.unsupervised.attribute.Remove-R11,16'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25}

@data
-0.015261,-0.050543,-0.023635,-0.019154,-0.003678,-0.00926,-0.024497,0.039442,0.02361,0.024959,0.07692,0.050164,-0.084799,0.013442,22
-0.039546,-0.000404,-0.019465,-0.014068,-0.009886,0.008025,0.025138,-0.032994,0.000135,0.017835,0.015107,0.044839,0.008315,0.002852,15
-0.02819,-0.039012,0.008144,-0.070149,0.01537,0.020753,-0.041085,-0.05344,-0.012415,0.003296,0.016454,-0.055609,0.018655,-0.034077,10
0.00363,-0.038544,-0.014034,0.015133,-0.007183,0.039604,-0.017713,0.024704,0.065753,0.003682,-0.006743,-0.016782,-0.061598,-0.010753,22
-0.032114,-0.061295,-0.010375,-0.006013,0.010932,-0.014539,-0.023305,-0.003765,0.013059,0.000559,0.029479,0.009076,-0.028128,0.001963,14
0.039834,0.016329,-0.014079,0.032608,-0.029915,0.017776,0.026542,-0.027186,-0.016363,0.006982,0.011515,-0.034934,-0.016863,-0.020462,2
0.024166,0.007612,-0.007023,-0.001658,0.002591,-0.03029,-0.017719,0.011116,-0.029951,-0.026489,-0.037201,-0.00488,0.020094,-0.019765,6
0.084677,0.02442,0.05744,-0.001139,-0.063786,-0.050628,0.009451,-0.063691,-0.019624,-0.006766,-0.003753,0.023187,-0.023941,0.003105,9
0.01224,-0.011336,-0.022857,0.032666,0.052356,-0.05549,-0.000584,0.001356,-0.017472,-0.052823,-0.01829,-0.00605,0.036985,-0.013653,1
-0.041485,0.058746,-0.019164,-0.042704,0.043468,-0.014401,0.010971,0.048678,0.010871,0.014617,-0.021916,-0.031504,-0.021948,-0.00785,11
-0.035337,0.034794,-0.004195,-0.04869,-0.049839,0.107512,-0.031502,0.013216,-0.013855,-0.065783,-0.053333,-0.008959,0.025727,0.050696,19
0.002563,-0.040484,-0.012277,0.021059,-0.007913,-0.005174,-0.027164,-0.024157,0.001834,0.0183,-0.078153,-0.026622,-0.008981,-0.013149,23
0.00182,0.018656,-0.088548,0.001598,-0.01534,0.007846,-0.028219,-0.02843,0.017062,-0.003435,-0.003049,0.014803,0.024172,-0.019537,23
0.001149,0.008187,-0.036633,0.019176,-0.019239,0.053585,-0.030251,0.014672,-0.003143,-0.020565,-0.040403,0.017805,-0.036567,0.040519,19
-0.018269,-0.018626,0.029568,0.033026,0.017289,-0.005611,-0.025064,-0.039898,-0.018772,-0.010306,-0.041053,-0.028752,-0.046312,-0.021917,17
0.029338,-0.006357,0.023587,-0.00883,0.008298,-0.003405,0.009767,-0.004321,-0.008668,0.026016,-0.088419,-0.01507,-0.028239,0.055097,8
0.01885,-0.004212,-0.014605,0.01391,0.003639,-0.00565,-0.008133,0.020224,0.004118,-0.008038,-0.010976,-0.028598,-0.03055,-0.027511,6
0.011779,-0.045481,0.006953,0.001499,-0.008451,0.005215,0.020779,0.018157,-0.000671,-0.039792,0.019357,-0.040994,-0.00832,-0.026442,6
0.014558,0.011633,-0.016324,0.014949,0.035887,0.062069,-0.001955,0.00085,0.042939,-0.003487,-0.030427,0.019434,-0.020297,0.015229,19
-0.031053,-0.006111,0.021771,0.012983,0.012721,0.029637,-0.013814,-0.038346,0.000073,0.031859,-0.023644,-0.031671,0.064432,-0.038495,17
0.029953,0.063087,-0.052754,0.060335,-0.015043,-0.082822,-0.039311,0.013616,0.044362,-0.05692,-0.028129,0.026124,0.055428,0.04081,20
0.020486,-0.077613,-0.029003,0.014738,0.01547,-0.022283,-0.01142,-0.003826,-0.023075,-0.031702,-0.032652,-0.002183,0.012146,-0.003575,9
0.021019,0.008776,0.040225,-0.018471,0.003663,0.002006,0.033149,0.028735,0.009748,-0.004461,-0.058446,-0.018039,-0.000859,0.039719,8
0.003827,-0.007851,-0.006623,0.017128,0.05143,-0.020715,0.007456,0.007496,-0.014049,-0.048047,0.005491,-0.008897,0.029876,-0.027506,1
-0.01577,-0.016936,-0.003199,-0.033373,-0.032077,-0.046008,0.01905,-0.028844,0.01486,0.033127,-0.018438,-0.036285,-0.01573,-0.0231,0
0.011341,-0.011232,-0.027256,0.016493,-0.002551,0.027841,0.009343,0.004925,0.021751,0.031479,-0.027825,0.015419,0.011247,-0.035267,23
-0.028301,0.010109,0.028985,0.016007,-0.014935,-0.051078,0.004964,0.016606,0.015646,-0.046208,-0.000298,0.020826,-0.036623,0.011135,13
0.020317,0.04979,-0.041878,0.046477,-0.027316,0.011592,-0.028998,-0.029866,-0.070704,0.011983,-0.024844,0.010658,-0.057106,-0.044174,2
0.020852,-0.002768,0.003943,-0.021336,0.015386,-0.014291,0.014075,0.005211,0.011539,-0.003634,-0.001044,0.04397,-0.01452,-0.002242,3
-0.028388,-0.032171,-0.052699,-0.001557,-0.064089,0.029218,0.012067,0.068426,-0.017013,-0.04247,-0.032911,0.016675,-0.009181,0.047599,21
-0.016906,-0.022566,0.005486,-0.010055,0.00734,-0.000765,0.04687,-0.023633,0.021125,-0.011137,0.0003,0.045317,-0.012448,0.028561,15
-0.028826,-0.019144,0.041027,0.003006,0.026172,0.0432,0.011413,0.024831,0.018754,0.010477,-0.04016,-0.012392,0.022681,-0.034383,14
-0.026228,0.001314,-0.035571,-0.053662,-0.065016,0.076218,-0.037015,0.017209,-0.024449,-0.061695,-0.106058,0.024693,0.044695,0.062142,19
-0.057377,-0.016028,0.016637,0.024225,0.003385,-0.001548,0.063647,-0.016074,0.009945,-0.034794,0.013578,0.056342,-0.043296,0.031943,15
-0.002177,0.025921,-0.023026,-0.000434,-0.00113,-0.001809,-0.024735,-0.00833,-0.011304,-0.030665,0.010516,-0.011632,-0.017655,-0.006683,6
0.015137,0.024418,0.046916,-0.025114,0.013544,0.011776,0.039016,0.025989,0.008631,-0.00664,-0.030698,-0.019988,-0.008056,0.049733,8
0.017068,-0.041318,-0.013626,0.010256,0.003462,-0.043776,0.036695,0.062303,0.017335,0.012933,0.059679,0.031238,-0.06905,0.02376,22
-0.014538,0.031777,0.035614,-0.03846,0.015033,-0.026518,-0.05049,-0.030082,0.041849,-0.013005,-0.005585,-0.017983,0.017732,0.049171,12
0.016512,0.007471,-0.049283,0.041708,0.014977,0.030024,0.02065,-0.018784,0.05326,-0.010105,-0.006596,-0.00447,-0.02855,0.017331,24
0.018936,0.02941,-0.00357,0.034313,-0.001049,0.005566,0.019218,-0.006209,-0.009355,-0.005004,0.003715,0.001343,-0.004668,-0.020276,6
0.004296,0.022643,-0.006467,0.002345,0.019608,0.002917,-0.036783,0.02342,-0.001313,-0.037256,-0.020898,0.011973,0.000343,-0.020655,14
0.047519,0.01262,-0.021012,-0.007186,-0.000695,0.024036,0.019607,0.014555,0.016912,-0.015336,0.036865,0.004245,-0.008915,-0.026259,4
-0.000507,-0.044984,0.006809,0.012458,0.010962,0.009977,0.010501,0.018161,-0.008302,-0.008058,0.010711,-0.002585,-0.03003,-0.010769,5
-0.012078,0.013924,0.006928,-0.030055,-0.002307,0.003957,-0.000756,0.011614,-0.002341,0.010034,-0.001522,-0.01113,-0.043473,0.017408,20
-0.013808,0.005929,0.004387,-0.01347,0.045234,0.004112,0.009458,0.018349,0.007307,-0.033708,0.021802,-0.015511,0.017545,0.005823,1
-0.023294,0.030469,-0.034935,0.015882,0.00226,-0.002361,0.007783,0.040298,0.037788,-0.008334,-0.00325,0.002347,0.050111,-0.000169,20
-0.032081,0.035035,-0.051906,-0.006003,-0.050407,0.016519,0.028674,-0.019259,-0.039486,-0.011731,0.001579,-0.028835,0.012501,-0.00996,8
0.007314,0.001376,0.009469,-0.003511,-0.015943,-0.006804,0.012835,0.007021,0.007618,-0.006148,0.017562,-0.066743,-0.027478,-0.029568,10
-0.008303,-0.027439,-0.016163,-0.006477,-0.002636,-0.013877,0.005273,0.005755,0.011011,-0.00838,-0.042167,-0.008882,0.01817,0.001773,23
0.00662,0.009399,0.002617,-0.008542,0.020147,0.029735,0.030932,-0.047043,0.039942,-0.042166,-0.007019,-0.045504,-0.011996,0.032824,5
0.008884,-0.000864,-0.052995,0.005559,-0.038095,0.020442,0.001669,0.006286,0.034726,-0.027966,-0.006367,-0.019631,-0.00031,0.026623,21
0.049172,-0.013448,-0.017845,-0.04451,0.026926,0.019686,0.020997,0.052035,-0.013149,0.01678,-0.072523,0.003252,0.022199,0.03072,8
0.003392,0.031203,-0.019462,-0.048594,-0.032703,-0.009684,0.032412,-0.016054,-0.034837,0.032911,-0.017147,0.008728,0.008223,-0.010473,11
0.056928,0.020714,0.012357,-0.029538,0.004303,0.023437,0.033689,-0.009885,0.028166,0.023645,0.00605,0.012224,-0.026388,0.017366,8
0.022111,0.02688,-0.020946,-0.041705,-0.013157,-0.002155,0.02402,0.015588,-0.014288,0.032076,-0.005405,-0.011647,-0.025557,-0.037636,11
-0.030626,0.033784,0.05349,0.052534,-0.018809,-0.057923,-0.014856,-0.04935,0.002972,-0.034864,-0.031062,0.001064,-0.051073,0.01129,7
-0.021855,0.000447,-0.039469,-0.032582,0.018423,0.022423,0.011498,-0.015083,-0.037782,-0.002298,0.047566,-0.018072,-0.013636,0.013608,19
-0.00575,-0.035558,-0.035343,-0.027879,-0.019996,-0.033616,-0.025572,-0.037224,-0.006867,-0.002947,0.019353,-0.02761,0.005814,-0.041492,16
0.01174,0.027466,-0.009362,0.002601,0.039622,0.026117,-0.009941,-0.003149,-0.024371,-0.00721,0.006843,-0.011186,0.004263,0.003996,4
0.020419,-0.004301,-0.017789,0.033398,0.046212,-0.035917,-0.001843,0.030415,-0.006904,-0.05277,-0.004707,0.006222,0.022976,-0.024211,1
0.011126,0.004247,-0.011986,0.011348,0.007606,0.023843,0.028932,-0.005386,0.043873,-0.016204,0.009666,0.036848,-0.029106,-0.007733,5
-0.04232,-0.007857,0.008843,0.010959,0.032378,0.011342,0.034038,-0.005323,0.051816,-0.063122,0.00428,0.020137,-0.025715,0.017125,15
-0.02822,-0.037927,0.003871,-0.015376,0.020921,0.008582,0.036835,-0.02125,-0.015873,-0.05896,0.061667,-0.029775,0.00897,-0.011087,18
0.013205,-0.025909,0.011899,0.036955,0.002258,0.013759,0.026675,0.033508,0.031322,-0.004981,-0.001756,-0.022946,0.005614,-0.03578,14
0.001356,-0.033722,-0.024185,-0.01254,-0.04787,0.035971,-0.029038,0.073206,0.04328,-0.019492,-0.017523,0.014737,-0.032908,-0.00002,22
-0.000282,-0.027843,0.018721,0.029398,-0.02321,-0.034588,-0.010557,-0.049036,-0.017897,0.03601,-0.046784,-0.061953,-0.073134,-0.008578,10
-0.026261,-0.045094,-0.025095,-0.000804,0.016506,0.006916,-0.01621,-0.079365,-0.050996,-0.022947,-0.0363,-0.024099,0.015905,0.037409,8
0.009001,0.005708,0.000532,0.001216,0.023079,0.014749,-0.015389,-0.008175,-0.029327,-0.007167,0.00595,-0.012135,-0.026341,-0.021673,4
0.024195,0.001287,0.038706,-0.024134,0.006679,-0.00795,0.042995,0.024389,-0.00166,-0.000301,-0.066097,-0.012006,-0.001653,0.061894,8
-0.060215,0.022649,-0.016268,0.022205,-0.004037,-0.0326,-0.004034,-0.019136,0.000274,-0.041504,0.013309,0.025916,0.026964,-0.011039,14
0.026754,0.037539,-0.01739,0.064524,-0.011634,0.015561,0.040194,-0.016412,-0.008078,0.003922,0.015003,0.036332,-0.034189,-0.011725,2
-0.065459,0.014809,-0.028044,0.05273,-0.020351,0.041779,0.036267,0.01943,0.046767,0.00207,-0.025574,-0.001471,0.032148,-0.002762,21
-0.000641,-0.087767,-0.015615,0.028784,-0.006225,-0.014382,-0.000235,0.018223,-0.028477,-0.020632,0.024408,0.01361,-0.037416,-0.019904,6
0.021832,-0.069499,-0.025979,0.008118,-0.000561,0.00292,-0.002957,0.008402,-0.047045,-0.024608,0.016567,-0.012497,-0.035497,-0.01199,4
0.006234,-0.029303,0.023956,0.005259,0.027898,0.040684,0.021867,0.000043,0.006642,-0.009979,-0.020767,-0.026801,0.030312,-0.026557,4
-0.003678,-0.013815,-0.02995,0.000798,0.033987,-0.015825,0.046158,0.006487,0.020705,-0.035288,-0.001012,0.024862,-0.000216,0.053645,15
0.021527,0.00613,0.026396,0.032174,0.024935,0.051069,0.040177,0.013125,-0.017569,-0.007067,-0.011926,-0.026143,0.020045,-0.037106,4
0.016574,-0.014237,-0.056368,0.039589,-0.061313,-0.004183,0.005323,-0.009266,0.042186,-0.033434,-0.03184,-0.01728,-0.004218,0.043261,24
0.031942,-0.009776,-0.016474,-0.05466,0.004935,0.009341,0.036915,0.044309,-0.006208,0.002707,-0.045304,-0.002798,0.016837,0.04255,8
-0.113746,0.04897,-0.002545,0.010468,-0.053052,0.0882,-0.02471,0.04502,-0.026239,-0.002114,-0.047432,-0.006352,-0.002916,-0.060497,13
0.02463,0.003427,0.033975,-0.044491,-0.051278,-0.026075,0.036243,-0.001182,0.017147,-0.000658,0.032209,-0.006728,0.014329,-0.035792,0
-0.005116,0.008871,0.030104,0.009103,-0.024468,-0.006713,0.008868,0.007452,0.011663,-0.005476,0.004446,-0.056355,-0.020796,-0.028556,10
-0.089283,-0.005329,-0.014783,0.033055,-0.009233,-0.011034,0.021069,-0.020469,-0.000382,-0.045925,0.006161,0.06431,-0.017236,-0.019417,15
0.011529,0.048906,-0.041299,0.00718,-0.011391,0.020827,-0.028852,0.006585,0.00501,-0.003732,-0.000341,-0.00252,-0.013992,0.017602,20
-0.147761,0.055026,-0.041262,0.027815,-0.073077,0.077011,-0.046492,0.010116,-0.021537,0.045445,-0.015136,-0.005474,-0.028828,-0.098315,12
-0.073424,0.038936,-0.006261,-0.021928,0.00603,0.023793,-0.011084,-0.001097,0.028365,-0.001945,-0.029128,-0.023794,0.070892,0.004272,20
-0.005034,0.026111,-0.008674,-0.055555,-0.000797,-0.004219,0.036054,-0.013001,-0.023481,0.04591,-0.016412,-0.007,0.000479,0.012845,11
0.001166,0.033457,-0.043153,0.016569,-0.001462,0.014983,-0.004429,-0.009241,0.020387,0.004371,-0.003219,-0.00855,-0.025581,-0.013303,20
0.028792,-0.016382,0.020073,-0.013129,0.017507,0.030603,-0.015247,0.025521,0.020557,-0.010851,-0.022282,-0.02832,-0.00498,-0.019199,23
-0.021264,0.010916,-0.072307,-0.046331,-0.038759,-0.024263,-0.043348,-0.04489,0.032451,0.013472,0.036652,0.007891,0.02366,0.004739,12
-0.030129,-0.023361,-0.028718,0.01351,0.019865,-0.002932,0.012824,-0.029931,-0.020185,-0.062645,0.042773,-0.035405,0.002151,-0.049792,0
0.008925,0.020499,0.00791,-0.00483,0.009601,-0.008298,-0.028008,0.01302,-0.025406,-0.03771,-0.020768,0.004804,0.020837,-0.021925,6
0.028685,0.001866,0.028609,-0.022997,0.005784,0.001897,0.029924,0.032072,0.003255,0.007396,-0.075643,-0.010405,0.001759,0.044761,8
0.056629,-0.005635,-0.033933,0.016269,0.030764,0.021396,-0.002596,-0.011,0.026529,-0.014281,-0.00931,0.005009,-0.006336,-0.01776,4
0.009663,0.022357,-0.010985,0.003526,-0.004529,-0.000658,0.012261,0.033395,-0.01717,-0.023282,0.009337,-0.006398,-0.012459,-0.013887,6
0.000412,0.009974,0.008645,-0.003903,0.040722,0.006455,-0.000316,0.00571,0.017236,-0.030245,0.012839,-0.017321,-0.000782,-0.00566,1
-0.011763,0.008637,-0.041323,0.054582,0.027382,0.050171,0.022649,-0.004218,0.027689,0.001307,-0.028824,0.064445,-0.022801,0.02355,19
0.005779,0.01284,-0.129175,-0.007355,-0.011117,-0.00554,-0.028088,-0.04055,0.025303,-0.009777,0.025681,0.000038,0.025711,-0.004561,23
0.058862,0.014312,-0.048827,0.001411,0.060532,0.010843,-0.012577,0.024762,-0.040122,-0.008736,-0.042047,0.044584,0.028721,-0.0337,25
0.00573,-0.016055,-0.032248,0.006742,-0.00234,-0.045582,0.003815,-0.020307,0.002483,0.005644,0.028663,0.006118,-0.021727,0.0405,24
0.01729,0.000819,0.029643,0.003134,0.010122,0.000264,-0.000201,0.005905,0.004372,-0.006796,-0.026858,0.017003,-0.012516,-0.01364,14
-0.052501,0.04516,-0.013741,-0.001405,-0.007802,-0.013764,0.018146,-0.028099,-0.036936,-0.057935,0.042025,0.010711,-0.0067,0.023867,20
0.019691,0.010953,0.024521,-0.004067,-0.001743,-0.010766,0.006081,-0.001092,0.01101,-0.024632,-0.005641,0.011695,-0.016353,0.003673,14
0.025271,-0.0287,0.022764,0.004436,0.028484,0.025378,-0.011495,-0.009847,0.015938,0.005468,-0.015148,-0.027404,0.031997,-0.042851,1
0.004133,-0.12317,0.019872,0.057173,0.019796,-0.027605,0.02136,-0.120151,-0.027151,0.075262,-0.143116,0.001297,-0.006127,0.037567,9
-0.002921,-0.023717,0.015005,0.010493,-0.016457,0.00308,-0.0051,0.013112,-0.012805,-0.049585,-0.008698,-0.034197,-0.012388,-0.001734,16
0.009916,-0.016898,-0.013486,-0.018349,0.019325,-0.010093,-0.090489,-0.040773,0.033481,0.022725,-0.026073,-0.00862,-0.017427,-0.00524,12
0.004967,0.007312,0.023636,0.009346,0.0556,0.011581,-0.00266,0.007525,0.000871,-0.045575,0.009661,-0.031921,0.000615,-0.013995,1
0.01344,-0.059783,-0.014426,-0.000476,0.022479,-0.047365,0.002744,-0.012653,0.0063,0.002146,0.023418,-0.004271,-0.031682,0.029298,15
0.026492,-0.001811,0.000855,0.019918,0.037287,0.034117,0.013223,0.009019,0.040498,-0.018533,-0.011801,-0.009921,-0.020737,0.013535,5
-0.003633,-0.010042,0.036429,0.023661,0.011198,0.013538,0.062701,-0.021417,0.006445,0.016067,-0.014399,0.041629,0.050337,-0.030791,8
0.030552,-0.00966,0.010666,-0.013205,0.01966,0.01422,0.005265,0.001745,0.023455,-0.00668,0.004754,0.001717,-0.000615,-0.007791,1
-0.008885,-0.006435,-0.003768,-0.022643,0.022386,0.016588,0.012013,-0.007396,0.014473,-0.04185,0.011865,0.00586,-0.001854,0.001898,1
0.018413,0.002556,0.019118,-0.023122,0.017241,0.029059,0.0255,0.010593,0.020871,-0.011263,0.021589,-0.003344,0.001542,-0.012854,1
-0.000002,-0.034162,-0.016285,0.000522,-0.020895,-0.022597,0.003745,0.015524,0.0067,-0.017003,-0.060125,-0.007414,0.026663,-0.016443,23
-0.028122,-0.004067,-0.010719,-0.022104,0.006107,-0.007201,0.04121,-0.024272,-0.01578,-0.015206,0.016632,0.026142,0.016239,0.039242,1
-0.02438,0.015145,0.009244,-0.019164,0.03206,-0.009248,0.04131,-0.02203,0.007374,0.000959,0.016963,0.03849,0.000721,0.049967,3
-0.011995,-0.021208,-0.007861,0.022148,0.000612,-0.048777,-0.002594,-0.039818,-0.04021,-0.002589,-0.015268,-0.007139,-0.020027,0.014552,16
0.008688,0.004834,-0.053876,0.0098,0.017062,0.017989,0.030878,-0.033743,0.039245,-0.021086,-0.001198,-0.003995,-0.023053,0.047235,5
-0.026417,0.004276,0.041252,-0.01641,0.010489,0.048108,-0.040633,-0.025137,0.015129,0.013399,-0.008055,-0.031689,0.049446,-0.070855,17
-0.005295,-0.020493,-0.016206,0.03118,0.029868,0.0066,0.011514,-0.031582,0.039484,-0.01204,-0.027756,-0.002311,-0.038534,0.024788,15
-0.000397,-0.017769,-0.039418,0.001318,-0.007124,-0.002942,0.019258,-0.014679,-0.031436,-0.011899,0.041736,-0.038713,-0.01984,0.001532,2
0.037228,0.018861,-0.00976,0.051691,-0.003136,-0.005328,0.009947,0.03409,-0.021936,-0.028136,0.001222,0.034459,-0.046446,-0.036479,2
-0.013552,0.021212,-0.039484,-0.009878,-0.000188,-0.007263,-0.020162,0.020866,0.047185,0.018905,-0.029948,-0.028296,0.058803,-0.007069,20
0.004391,-0.067909,-0.036451,0.02512,-0.009648,-0.018257,-0.03232,0.010345,-0.009551,0.005719,0.02864,0.011433,-0.034967,-0.042968,6
-0.005905,-0.037896,-0.037769,0.017878,-0.028809,0.033767,-0.049309,0.011402,0.032368,0.036835,-0.038778,0.00096,-0.07263,0.012985,22
0.011586,-0.00806,-0.02424,0.004356,0.018811,0.021057,-0.009192,-0.01604,0.017537,-0.018887,-0.033167,0.001995,0.007378,-0.023566,18
0.006833,0.002554,0.000649,-0.023344,0.01092,0.009742,-0.027566,0.017833,0.034975,-0.010523,-0.024145,0.003246,-0.020522,0.010062,13
0.013005,-0.077392,-0.031702,0.030846,0.013014,-0.026065,-0.01378,0.014264,-0.006259,-0.01334,0.03428,-0.008407,-0.019512,-0.049198,4
0.053247,0.032768,0.005506,-0.028598,-0.025348,0.005459,0.011454,-0.063349,0.011959,0.018808,0.015087,0.021118,-0.013793,-0.018107,9
-0.039126,-0.040059,-0.001707,-0.006488,-0.000479,0.026924,-0.003412,0.010423,-0.039652,-0.07918,-0.025681,0.025675,-0.006741,-0.014996,25
0.005174,-0.021215,-0.029176,-0.002943,0.051324,0.019231,0.019177,-0.004641,-0.038361,-0.054287,-0.003795,-0.012838,0.055362,0.006355,25
-0.010055,-0.021994,-0.050404,0.002826,-0.068955,0.034185,-0.042223,-0.009556,0.009319,-0.038359,-0.030146,-0.008845,-0.031583,0.020501,21
0.042571,0.002094,-0.008025,-0.013554,0.034777,0.007298,-0.015087,0.026762,-0.021337,-0.018028,0.001004,-0.0046,-0.015669,-0.024227,4
0.012708,-0.023396,0.002908,0.003188,0.030628,-0.016949,0.01578,0.003664,-0.016741,-0.050281,-0.001299,-0.016037,0.017322,-0.00854,18
0.012288,-0.026054,0.006182,0.001726,-0.026236,0.023363,-0.000067,-0.004131,-0.003997,-0.036856,-0.007193,-0.043687,-0.023761,0.006522,16
-0.006332,-0.007664,0.001566,-0.007445,0.034641,-0.025659,0.007813,0.023268,0.004091,-0.017323,0.002377,0.057833,-0.028575,0.001024,3
-0.004208,0.008003,0.020254,-0.003074,-0.001384,-0.004005,0.016058,-0.041379,-0.00497,0.009577,0.013456,-0.009966,-0.006302,-0.001669,14
-0.015267,0.009397,-0.023677,-0.004993,-0.055131,0.052341,-0.010466,0.022386,0.016875,-0.060767,-0.003976,-0.011831,-0.003621,0.020767,21
0.020082,0.011118,0.036612,-0.017692,-0.002944,-0.027628,-0.055353,-0.007002,0.075553,-0.031119,0.0012,-0.0417,-0.00242,-0.013163,12
-0.006861,-0.002942,-0.030514,0.036762,0.001178,-0.038343,-0.040198,-0.028062,-0.030245,-0.001954,-0.058732,0.01601,-0.005556,-0.011474,16
0.068272,0.001479,-0.042348,-0.002488,0.060526,0.017978,-0.01799,0.027515,-0.028614,-0.00745,-0.039853,0.030033,0.021397,-0.040876,25
-0.001427,0.023036,0.005854,0.032031,-0.018702,-0.005877,0.013229,-0.037693,-0.008364,-0.010844,-0.002812,0.002899,-0.000212,-0.018056,14
-0.002414,0.023755,-0.028571,0.01677,-0.007438,-0.009518,0.024319,-0.032125,-0.011707,-0.016473,0.016382,-0.027055,0.020563,0.003028,6
0.027923,0.000502,-0.009447,-0.023445,-0.004257,0.017858,-0.01319,-0.000783,0.032674,-0.009771,0.006979,0.003996,-0.019548,-0.010301,7
0.002125,0.01118,-0.008016,-0.005044,0.010002,0.006263,0.003331,-0.01017,0.001812,0.029571,-0.018141,0.064764,0.003772,-0.006619,3
0.050292,0.021844,-0.003808,0.02253,-0.01669,0.010628,-0.013602,-0.016535,-0.051001,-0.01875,0.005058,-0.019664,-0.053038,-0.005391,2
-0.011242,-0.002815,0.028112,-0.001333,0.039962,0.044983,0.024888,-0.054187,0.052012,-0.034253,-0.027938,-0.049338,-0.021775,0.030286,5
-0.010266,0.03095,-0.035246,-0.043785,-0.00025,-0.0087,0.045303,0.011968,-0.043303,0.058023,-0.038467,-0.020248,-0.02661,-0.006842,11
0.019529,-0.041202,0.003997,0.058155,0.027985,0.000457,-0.004616,0.000988,-0.019598,-0.034709,-0.017596,-0.01527,-0.020641,-0.039512,18
-0.037337,0.048039,-0.0209,-0.028074,0.05083,-0.064731,0.061389,0.081482,0.006413,0.059014,-0.032769,-0.067253,-0.045261,-0.004616,11
0.040603,0.003366,0.028942,-0.067634,-0.005705,0.009379,0.034473,-0.010185,0.000606,0.007114,-0.027965,0.020243,0.013939,0.035049,9
0.027662,-0.016746,-0.012967,0.026137,-0.000116,0.030021,0.014558,0.002652,0.056572,-0.024976,-0.006981,-0.020465,-0.044886,0.019027,21
0.03635,0.043127,-0.017307,0.022406,-0.033052,0.016826,0.012726,-0.008764,-0.050437,-0.023277,0.018968,-0.018032,-0.028286,-0.020415,2
0.01342,0.0264,0.007609,0.006521,0.006012,-0.002598,0.000382,-0.000951,0.022118,-0.030411,0.011264,-0.000971,0.000963,-0.01435,14
0.003781,-0.00643,0.015534,0.01198,-0.001635,0.06369,0.018168,0.030723,0.048715,-0.030253,0.000384,-0.025163,-0.032959,0.02173,21
0.025723,0.002756,-0.040199,-0.007446,-0.008308,0.013248,-0.015031,-0.004845,0.022753,0.015615,-0.014587,0.024044,-0.00288,-0.039937,23
0.008619,0.007993,-0.021239,-0.042153,-0.011108,-0.002551,-0.084354,-0.011661,0.020352,0.026497,0.022383,-0.002915,-0.017012,-0.020958,12
0.031164,-0.02475,-0.016217,0.033221,-0.004601,-0.007989,0.023607,0.034873,-0.016471,-0.050292,0.012252,-0.014276,0.010651,-0.035421,18
-0.034681,-0.022162,0.006799,-0.038299,0.001192,0.002911,-0.013756,-0.041187,-0.012777,0.018005,-0.015283,0.044307,0.010844,-0.016804,17
-0.003278,0.033286,-0.01035,0.027235,-0.014201,0.008512,0.041291,-0.022034,-0.014087,-0.007164,0.029133,-0.034968,-0.000074,0.009999,6
-0.021973,0.019206,0.003389,0.011506,-0.01669,-0.053168,-0.087824,-0.038711,0.052282,-0.016517,-0.030607,0.007581,0.010118,-0.003859,12
-0.019401,0.079178,-0.043872,-0.004153,-0.044132,0.031672,-0.038546,0.00328,-0.086861,-0.031632,-0.035859,-0.003078,0.017854,-0.026008,2
0.048363,-0.01222,-0.017019,-0.017435,0.009867,0.007383,0.000161,-0.001599,0.014536,0.004968,0.002301,0.011095,-0.009447,-0.020889,4
-0.023724,0.020359,-0.027381,-0.002819,-0.006279,0.017452,0.0275,-0.032172,0.02121,0.000055,0.020851,0.041076,-0.008669,0.023573,5
-0.013566,-0.004249,-0.020559,-0.015564,0.014812,-0.01662,-0.029048,-0.014447,0.01263,-0.005644,0.004701,0.033564,-0.020557,0.022054,3
-0.040693,0.017167,-0.074369,-0.022512,-0.035345,0.021046,0.000424,-0.031181,-0.012045,0.016017,-0.004046,0.022725,0.004239,0.002,23
0.006349,0.016062,-0.027143,-0.007485,0.041122,0.011119,0.004408,-0.002588,-0.040106,-0.030093,-0.008445,0.009814,0.019151,0.01975,25
-0.000632,0.021025,-0.014687,-0.027182,0.044655,0.010253,-0.006806,0.020306,0.014241,0.000224,-0.003862,0.019181,-0.00515,0.019564,3
-0.02652,0.020058,-0.052226,-0.017461,-0.022069,0.026173,0.010243,-0.034863,-0.017277,0.026714,0.031935,-0.009499,-0.010084,0.000498,10
0.013522,0.012927,-0.048512,-0.006622,-0.022204,0.037313,-0.014311,-0.01148,0.029638,-0.000045,0.005837,-0.032649,0.016974,-0.017493,10
0.012549,-0.045425,-0.033115,0.010513,-0.00723,0.008703,0.034282,0.011631,-0.018015,-0.008208,0.007462,-0.039799,-0.010297,0.001535,23
