@relation 'letter_test_30pct.txt-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.433width-0.428x-box-0.416onpix-0.398y-box-0.391high... numeric
@attribute -0.506y-bar-0.47x2ybr-0.462xegvy+0.323yegvx+0.301x-bar... numeric
@attribute '-0.544y2bar+0.463x2bar-0.423xybar+0.419x-ege+0.21 x2ybr...' numeric
@attribute 0.492x-bar-0.472xy2br-0.414y2bar+0.319xybar+0.264x-ege... numeric
@attribute -0.574y-ege-0.467yegvx-0.303x-bar-0.269y-bar+0.243y-box... numeric
@attribute '-0.523xybar-0.477xy2br+0.35 y-ege-0.332yegvx-0.257x2ybr...' numeric
@attribute -0.561xy2br+0.423x2bar+0.354yegvx-0.322x-ege+0.289high... numeric
@attribute 0.666x2bar-0.372yegvx+0.345xybar+0.307y2bar-0.206high... numeric
@attribute -0.583x-bar+0.404yegvx-0.334xegvy-0.302high+0.246xybar... numeric
@attribute -0.5y2bar+0.422y-ege+0.409xybar-0.346x-bar-0.267width... numeric
@attribute 0.706xegvy-0.427y-bar-0.248x2ybr+0.228x-box-0.224high... numeric
@attribute 0.558onpix-0.53x-box-0.31y-ege+0.306high+0.234xybar... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25}

@data
2.663031,-2.969812,-1.442976,0.884809,0.067961,0.787175,-0.071034,0.808185,0.063561,-0.070834,0.101904,-0.237552,19
-3.779971,1.994117,-0.073841,-0.32852,-0.582582,-1.322339,0.410882,-0.332302,1.2401,-0.21519,-0.209204,-1.210241,17
0.135894,-0.407263,2.464803,-1.155898,1.095701,-1.327635,1.31543,1.638028,-1.443572,-1.318797,0.380831,0.245061,20
-0.450348,0.691369,0.043129,-0.418744,-2.508984,0.503403,1.277314,-0.764938,0.010313,0.14977,-0.291789,0.152768,9
3.268439,0.565952,0.409721,-0.112923,1.105988,-0.562295,1.025794,-0.872542,-0.917962,0.49531,-0.562066,-0.045664,8
-0.820926,1.028312,-0.193719,-1.563053,-1.179792,0.806381,1.606669,0.503176,0.567989,0.266978,-0.20902,-0.135108,1
1.564298,2.733834,-0.208135,1.509364,1.360827,0.752979,-1.301068,-0.815529,0.051051,0.6371,0.210272,-0.354073,0
-1.272062,-0.641245,-1.416787,0.203834,0.272243,-0.438533,-0.446629,0.017026,0.018007,0.140652,0.729383,-0.505246,23
-1.371046,0.117126,3.239041,0.18562,1.873537,-0.094344,1.021987,1.02178,-1.163518,0.646848,-0.006482,0.381467,13
0.243759,0.365547,-1.014098,-2.982924,-0.288428,-0.682972,-0.988351,1.143719,-0.356169,-0.72494,1.165474,0.159754,2
1.327416,0.965099,-1.059835,1.247665,-0.109514,0.399831,0.440724,0.296954,-0.147241,-0.072701,0.338135,0.589541,3
-1.22265,-2.212114,1.529535,-0.243096,-0.825426,-0.300363,0.150887,-2.153074,-2.048358,-0.664356,0.15984,0.006513,21
-0.902431,-0.822962,-1.113158,1.856966,0.087086,-0.079897,1.524052,-0.512119,0.146921,0.373229,-0.08019,0.723256,15
-1.252888,0.409471,0.175641,0.304781,0.360389,0.074906,0.810008,-0.297614,0.337349,0.496438,-0.10132,-1.196309,14
0.625474,-2.264053,-0.821323,-0.279254,-0.086914,-1.455366,0.81645,-1.847977,-1.415017,-2.244379,-2.290985,-0.562129,19
-1.788063,-1.747657,-0.02224,1.452171,-0.201247,0.067508,2.847412,-0.70044,0.350035,0.378244,0.580845,0.890258,15
1.480375,0.537227,0.433455,-0.626104,-0.642681,0.63771,-0.670943,0.599936,0.049644,-0.534427,0.107082,-0.010784,6
3.380668,0.578438,0.488381,0.041589,0.858951,-0.346042,0.752451,-0.727437,-0.760451,0.49139,-0.494077,0.134317,8
-1.348706,0.182544,2.603974,0.71494,-1.200263,0.314496,0.097357,-1.055978,-0.431493,0.816873,1.973889,1.719035,22
-0.430507,1.400406,2.989076,1.028916,1.658411,-0.533881,-0.283692,0.997629,-0.03839,-0.387583,-1.564437,0.203113,12
1.293019,-4.097936,-0.891969,-0.097953,0.506893,0.166381,-0.101185,0.563628,0.416044,0.678071,0.336375,0.174164,24
-0.412913,0.056905,-0.341766,-1.491995,-0.16365,-1.154135,0.416241,0.508988,0.119379,0.24297,0.72375,0.065059,6
1.065925,0.358557,0.511277,-0.911439,-0.189684,0.510808,0.406147,0.966065,-0.036043,-0.752982,-0.103172,-0.233983,14
2.435943,-0.229252,-1.425366,0.065352,-1.149614,-0.14878,-1.02528,0.389984,0.268715,0.283197,0.7202,0.132416,4
-0.870823,0.15004,1.010642,-0.48464,-2.11124,-0.316445,1.106817,-1.188047,1.022943,0.33679,0.616028,0.511745,5
0.70933,0.583692,1.088349,-0.139251,0.591431,0.17847,-0.54825,-0.621898,0.062274,-0.061453,-0.012149,0.510587,20
0.974369,0.937127,0.225613,-0.0308,-1.304767,1.164231,0.821361,-0.302372,0.700909,-0.191618,-0.077989,-0.073101,1
-1.135719,-0.07998,0.528778,0.248705,0.616657,0.404096,-0.124497,0.046377,-0.737921,-0.589128,0.765924,-0.802883,20
-1.371929,0.149564,-1.254572,-1.665322,0.273974,-0.548769,-0.907641,-1.007327,-0.312407,-0.369399,0.054269,-0.430041,8
1.319539,0.849213,1.464308,-1.693279,-0.327821,-0.923356,-0.198801,-1.083979,1.566959,0.754532,0.230417,0.082882,10
-0.439689,0.295591,0.123717,0.10255,0.370866,0.189717,0.570967,-0.724424,-0.262167,0.122469,-0.401313,-0.286332,23
1.078909,-3.223779,-0.442821,-0.946767,1.348243,-0.759672,0.761306,0.121675,1.210324,1.332519,-1.852228,0.310281,5
-0.012666,-2.839046,0.700374,-0.76324,-0.009396,-1.322535,-0.267647,-0.943711,0.218642,-0.09993,-0.283394,0.233965,21
2.121863,0.374148,-1.860071,-0.881571,0.237926,0.218143,0.338044,-1.388543,-1.094862,-0.148535,-0.702188,0.192454,8
-0.271183,2.390388,-2.391786,-0.558319,0.982108,-0.889083,-0.567236,-1.143698,-0.158038,-0.523541,0.054739,0.332509,11
3.577813,-0.092195,-1.806689,0.911796,0.112539,-0.98034,-0.520372,-0.147107,0.378956,0.386374,0.24357,0.780916,8
2.377895,1.835023,-1.949586,-0.749993,0.739775,0.278836,-1.350761,-0.727676,0.297622,-0.038687,0.636725,0.164652,11
0.788839,0.86245,3.103884,-0.169099,1.590888,-0.880638,1.803994,1.441625,-0.203517,0.266679,0.111133,0.207632,7
-3.618655,-0.020691,-0.260762,-1.330258,-0.660868,0.560548,-1.115474,-0.55796,0.273888,0.189408,-0.533307,0.677846,19
-2.07786,2.142309,0.337962,0.405713,-0.170076,0.677868,-1.956902,0.34278,0.062428,0.435241,-0.446691,-0.259377,16
0.527275,0.705099,-0.497569,-1.210116,-1.225869,0.46252,-0.204341,0.455419,0.134695,-0.401659,0.045679,-0.001233,4
0.318452,0.854454,0.303871,-1.380788,-1.074149,1.131924,1.421618,0.990784,-0.316813,0.108222,0.332598,-0.140812,1
1.56882,-2.14387,-1.474808,1.124365,-0.056423,-0.024029,0.598859,0.399542,0.707207,0.267574,0.629436,0.374147,5
1.061217,-2.764556,0.000711,1.463721,0.485419,1.360955,1.972822,0.397293,0.684911,0.616964,-0.36065,0.0873,15
-2.559357,0.373843,0.22704,0.249573,-1.212025,1.220116,-0.244138,0.298048,-0.071336,1.527689,-0.895917,-0.259442,18
-0.526297,-0.417663,1.02459,-0.248649,-0.28718,-0.486461,0.163222,0.016159,-0.057467,1.269126,0.78286,-0.726417,14
2.066651,-1.635446,1.938253,1.41059,-0.993148,-0.041449,-0.898418,-1.140088,-0.46684,-0.670617,0.748786,-0.202082,22
0.451616,1.057844,2.190546,-1.745321,0.367968,-1.294143,0.448741,-1.106978,1.32788,0.898352,0.166996,0.523829,10
-2.962972,0.157388,-0.364542,-0.363135,-0.84884,0.716823,0.109956,0.065683,-0.73376,0.311146,-1.822087,-0.164305,8
1.488276,1.318191,-0.265627,-0.867344,-1.641466,0.583696,-0.166485,0.183629,0.687238,-0.255244,0.360207,0.079362,4
2.476188,0.569623,0.367519,-0.290148,1.342208,-0.71149,1.363328,-1.164122,-1.311302,0.636559,-0.868715,0.35656,8
-3.277325,0.784631,0.795439,-0.092619,-0.131969,-0.087962,1.671094,0.248083,0.519161,-0.950894,0.319359,-0.067969,14
-1.303278,-1.676016,-0.943859,-1.212632,0.218221,-1.511472,0.241628,1.177297,-0.564268,0.595485,1.465745,0.484671,2
-3.201984,-2.787674,0.313483,-0.089137,0.844478,-0.917173,1.230001,-1.106546,0.367178,-0.250565,0.962854,-1.025022,21
-3.259431,0.414135,1.907657,-0.113427,-2.866279,0.181737,0.513311,-0.740253,-0.133122,0.724116,0.876664,0.579741,6
-2.337233,0.031827,1.044928,-1.537683,-2.430056,0.006423,-0.188305,-0.632698,-0.175254,0.872629,-0.053506,0.649853,4
-0.785802,-0.028799,-0.666409,-0.528696,-0.709259,-0.470017,0.833025,-0.280393,0.640857,0.924004,-0.566769,-0.771863,4
-0.327807,-1.77485,-0.574256,0.440449,0.136965,0.93696,1.564689,-0.390711,-0.492294,0.434962,-0.306366,0.822295,15
0.135568,0.125904,-1.139823,-1.681812,-0.883509,-0.739606,0.644796,0.169182,0.086201,0.984423,0.31103,-0.886932,4
1.951918,-2.861405,1.010384,0.191896,-0.352501,-1.354038,0.1351,-0.932799,-0.530983,-0.056639,0.246007,0.040688,24
1.835155,0.300653,-1.303636,-0.36258,0.43068,0.018503,0.195616,-1.73213,-1.056685,0.031261,-0.769593,0.383874,8
-2.497291,-0.448332,0.783676,-0.999351,1.002628,0.097281,-0.591007,-0.730266,-0.206877,-1.578829,0.750683,-2.109281,13
2.073227,3.535195,-0.352317,1.880919,0.036355,-1.070904,-1.138194,-0.29183,-0.266376,0.597091,0.465273,-0.270044,0
0.612944,1.003401,2.150192,-1.419004,0.122233,-1.486431,0.284242,-0.840969,1.267277,0.62604,0.313502,-0.163446,10
-3.279454,-0.866261,-0.241742,1.114693,-0.301788,0.711507,2.468973,-0.071923,0.647635,-0.715285,0.836052,0.069924,15
0.916292,-0.896386,0.528299,-1.109792,-0.143183,-0.559298,-0.969263,0.229522,-0.078463,-1.039481,0.423438,0.25732,20
-6.188815,-0.496569,1.090338,-1.332405,1.248205,-0.328624,-1.607422,-0.875482,1.34385,-2.027885,1.82149,-1.777668,12
-2.882043,0.495212,0.486017,0.607429,2.142877,0.603594,-0.556385,0.187019,-0.56926,-0.650627,-0.928994,-1.566513,20
-0.333239,2.073883,-1.832613,-0.29387,1.386705,-0.088001,-0.660403,-1.198765,-0.123921,-0.110278,-0.253322,0.419912,11
-0.108394,-1.708269,-0.301881,-0.923292,1.286553,0.15056,-1.141777,0.828142,0.078531,0.134274,0.336684,-0.054902,20
4.176214,0.795626,0.148312,0.68956,-1.089673,0.782147,-0.666396,0.094748,0.077615,0.250198,-0.009726,-0.759806,23
-4.268362,0.327475,0.47822,0.717839,0.692335,-0.984848,-1.870106,-0.23474,0.890781,-1.147461,-0.500791,0.66774,12
-2.854744,-0.169214,-0.034646,-0.583993,0.088499,2.281314,-1.356562,1.934588,-0.806437,1.727939,-0.736727,-0.967553,0
0.786917,1.94275,0.278597,-1.397921,-0.964031,-0.395027,1.073301,0.25999,0.269949,-0.945814,-0.230544,-0.13685,6
2.958713,0.501523,-0.035352,-0.31983,1.19508,-0.589681,1.049927,-1.12599,-1.099831,0.321181,-0.644248,0.094594,8
1.096182,-1.94765,-1.505413,-0.533202,0.061876,0.210026,-0.629831,1.51625,-0.051113,0.800114,-0.239012,0.039351,4
1.009735,0.727603,0.352529,-1.094038,-0.312635,0.294065,-0.370511,0.142926,-0.68825,0.054998,0.59533,-0.076254,6
2.844641,0.708118,-0.016875,0.325855,-1.129943,1.259101,0.39876,0.305294,0.774501,-0.056255,0.109185,-0.222293,1
-0.86263,-3.957439,-1.762793,0.97957,0.38104,0.790055,0.670619,1.018096,-0.912773,-0.087612,0.929602,-0.005473,19
-3.95757,-2.487145,-1.312,-0.970866,0.947302,0.250057,-2.308297,0.918821,0.059297,-0.38905,-0.587466,0.319036,23
0.204847,0.485305,-3.31077,-2.313842,-0.775893,0.781686,0.635494,1.077197,-0.444559,-0.75138,-0.013907,0.16428,25
-0.902893,0.9209,1.282555,1.014023,-0.69089,0.525427,-0.72501,-0.012747,-0.850088,0.197615,0.634225,0.887707,24
1.018206,0.826139,0.158023,0.168093,0.228693,-0.342796,0.649818,0.60748,-0.252319,0.237507,0.07544,-0.032562,14
-2.984503,0.209374,0.75494,-0.474873,0.881284,0.750862,-0.276198,1.24517,-1.479673,0.10433,-0.513895,0.141652,20
1.920393,0.660847,0.445711,0.42244,0.154792,-0.428066,0.473444,0.573718,-0.286592,0.242365,-0.037166,0.249227,14
-0.654233,1.011497,-0.14838,-0.212864,-0.813774,-0.582227,-0.048211,0.460908,0.786063,0.726316,-0.397164,-0.78443,1
-3.334784,0.417753,-1.281186,0.802005,-0.086602,-1.251458,2.932914,-1.344819,0.024369,1.437001,-0.854264,0.27383,9
2.345878,0.830445,1.676158,-0.183285,-1.765423,0.196597,0.374842,-0.519899,-0.236156,0.214052,-0.009853,-0.466084,16
0.188855,0.90093,1.513804,1.282235,0.338477,0.755077,-1.809762,1.415973,0.382829,-0.482826,-0.672571,-0.056777,12
2.874817,0.912506,0.363264,-0.299394,-1.244586,1.677109,0.346416,1.035535,0.240654,0.473699,-0.166614,-0.61906,1
-0.723303,1.06083,1.59495,1.101237,-1.353919,1.00901,-0.117275,-0.354959,-0.181294,0.82413,0.268975,0.999818,15
3.085761,-2.07579,-0.278577,0.203429,-0.463589,0.480028,0.450695,0.388946,0.399162,0.616207,0.101697,-0.031047,5
-2.606322,1.237936,-2.301218,1.039574,-0.272899,-1.459852,2.035464,-0.086447,0.206976,0.525588,0.644911,-0.483224,8
2.353442,0.596487,-0.662064,0.915748,-1.083046,0.069633,0.005984,0.083652,0.530769,0.18157,0.142623,0.044546,1
0.492562,-0.633887,-0.676342,0.802255,-0.057925,1.080728,0.039419,0.560001,-0.0271,0.410418,-0.73663,-0.070176,1
2.646611,0.70693,-1.080497,1.016893,-1.104687,0.218711,-0.107391,-0.179957,0.618479,0.268401,0.259103,-0.145293,1
-0.678694,0.423574,0.234825,-0.401914,0.675422,-0.345999,0.791805,-0.683743,-0.575202,0.22978,-0.44996,-0.525536,23
-2.214698,0.637649,-0.944645,0.853203,-0.463039,0.094768,0.953307,-0.79419,-0.337476,-0.134412,-0.304085,0.604345,1
-2.088028,0.187999,-0.559479,1.092922,0.595148,0.090713,1.247589,-0.164194,-0.114004,0.034479,-0.216514,0.949641,3
-1.92609,1.765601,1.176812,-0.621498,-0.350584,0.203786,0.511962,0.049982,-0.637364,0.329579,0.024823,0.455502,16
-0.309234,-4.183641,-1.008734,-0.529865,1.097776,-0.085083,0.273109,0.083168,0.401912,0.766251,-0.759923,0.834218,5
-1.435754,2.349256,-0.013494,0.197229,-0.84016,-1.021945,-0.20084,0.146495,2.074597,-0.554765,-0.392874,-1.421114,17
1.972225,-2.396044,-0.29475,0.968426,0.151479,1.134841,0.777568,0.329012,0.421166,0.650843,0.018233,0.154124,15
-2.066541,0.15462,0.527078,-1.516291,-1.21254,0.049208,-0.943705,-0.685123,0.120813,0.748543,0.068009,0.478941,2
0.877333,-0.461572,0.166074,-1.934444,-0.772147,-0.599409,0.852247,0.92173,-0.380318,0.141606,1.480255,0.487766,2
-1.228393,0.425927,0.584391,-0.355267,1.236808,-0.287325,-0.528326,-0.561019,0.346427,-0.754746,-0.055084,-0.751016,20
-3.623271,0.689493,1.92372,0.114033,-1.939996,0.402455,-1.092174,0.185189,-0.08,0.412806,1.123876,0.303002,6
0.97317,-2.103132,1.837775,0.942189,-0.726646,0.000276,-1.18474,-1.002601,0.37366,-0.606287,0.998697,0.256618,22
0.324498,-1.209846,-1.340538,-0.083948,0.572109,0.619959,-0.236275,1.059531,-0.086784,0.354161,-0.621318,-0.54547,18
2.123288,-0.399021,0.845551,0.888317,0.683036,0.682489,-0.547897,0.447173,-0.216353,-0.189538,-0.378521,-0.025561,13
-2.591066,0.840529,1.526984,-0.30814,-2.523615,0.841193,-0.335282,0.0304,0.395165,0.87503,0.970062,0.16001,4
1.340744,0.848538,-2.288379,0.72638,0.788791,-1.85674,-1.242581,1.087442,0.406443,0.308712,-0.172827,0.593653,9
-1.460405,-0.657543,-0.052668,0.228649,-0.530132,1.62456,0.579737,0.724404,-1.586618,0.309477,-1.081265,-0.720219,25
-0.824028,0.349047,-1.813612,-1.017977,-1.858364,1.468978,0.692743,0.2051,-0.693941,0.258479,-1.0262,-0.518825,25
1.615624,-2.299385,1.130863,0.372698,-1.150882,-0.658197,-0.88229,-0.893557,-0.191902,-0.897499,-0.244887,-0.128913,21
1.135606,0.811432,-0.217903,-1.581223,-0.742439,0.609032,-0.466124,0.728513,-0.105484,0.213222,-0.157338,0.248847,4
-0.150112,0.857814,0.12413,-0.843893,-0.733331,0.771197,0.813339,0.489398,-0.485841,0.88086,-0.672798,-0.173757,18
2.457749,-0.299744,1.127159,-0.025802,-1.195976,-0.156245,-0.667576,-0.370861,-0.391551,0.720531,-0.388407,-0.389335,16
-0.540071,0.473211,0.068304,0.715134,0.002903,1.103259,1.28616,0.435746,-0.184212,-0.162392,0.454916,0.838901,3
-2.447087,0.929772,0.41905,-0.090467,0.915272,-0.904128,-0.432299,0.64286,-0.161185,0.906873,-0.3756,0.14942,14
1.758734,-2.225854,1.046779,0.120702,-0.927329,-0.820589,-0.411799,-0.767599,-0.363305,-0.683059,-0.292696,-0.461875,21
3.994868,1.252282,2.917964,1.319181,0.508972,-0.305276,-0.668448,1.123325,1.016136,0.083093,-0.575311,-0.399684,12
-0.870073,1.189589,0.309558,-1.03527,-0.163258,0.208948,0.863376,0.526338,-0.336728,-0.85674,0.29324,-0.007604,16
1.595688,0.530794,-3.130959,-1.857889,-1.186232,1.014796,0.191294,1.016184,-0.196995,-0.516619,0.018792,-0.019874,25
-1.428677,0.418213,0.028946,-0.289028,0.889579,-0.826599,-0.272505,1.385873,-0.877802,0.641637,0.187463,-0.400086,14
-2.086935,-0.013867,-0.184911,-1.754571,0.066537,-1.072264,0.205931,-0.109816,0.296812,0.305942,-0.166172,0.141569,6
2.218155,-0.392671,-0.322054,0.883632,-0.184541,-0.038909,-1.020048,0.426011,0.368067,0.032149,-0.064888,0.145352,7
-0.886082,0.95088,-1.822748,1.159151,-0.198482,-0.332313,0.60182,0.10255,0.061275,-0.951226,0.813824,0.377821,3
2.329081,0.523375,0.422278,-2.373676,-1.575458,-1.149684,-0.558893,0.456187,-0.097495,0.096178,0.384081,0.611359,2
1.913668,-3.39556,-0.32729,-0.182648,1.301509,-0.195471,1.335933,0.124996,1.724548,1.409313,-1.897529,-0.047318,5
-0.295521,1.483708,-2.128556,-2.008164,2.243969,0.628563,-0.827811,-1.570988,-0.258304,0.088356,0.169041,0.387022,11
1.747031,0.492907,0.360839,-0.425827,-2.045907,1.375923,0.430221,1.092206,-0.498398,0.935705,0.712959,-0.746738,18
2.399156,2.052942,0.53175,-2.558483,3.343947,2.727679,0.324738,-2.261537,0.704786,0.459586,1.179753,0.352928,11
2.1945,1.484312,-1.925096,1.421089,0.849011,-0.813498,-0.180271,-0.401567,-1.043343,0.294879,-1.1054,0.411461,9
2.740629,-3.546108,0.668643,0.04319,-0.165573,-0.490656,0.239603,-0.145126,0.708322,0.966179,0.054938,0.317423,21
0.125921,-0.005663,-0.194939,-3.07743,-0.567215,-1.759857,-0.677155,0.433191,-0.300029,0.271273,0.384388,0.344902,2
1.576466,0.293137,0.236042,-0.024558,-0.031901,-0.235779,0.176821,0.885171,0.262638,0.069138,0.162291,-0.116385,14
3.447135,-2.768363,1.040249,0.642868,-0.933283,-0.240545,0.188142,-0.683313,0.501877,0.526329,0.226486,-0.268776,21
0.420506,-0.285934,-1.703255,0.304689,0.178033,-0.192996,-0.951533,0.456687,0.42166,-0.396502,0.471456,-0.063019,23
-1.764933,1.44883,1.957247,0.099039,-0.120581,-0.764913,-2.185954,0.459923,1.128505,-1.064181,-0.183794,0.533246,12
0.656205,0.54549,0.279391,-0.944554,-1.578576,0.438028,-0.086651,0.482828,-1.160546,0.964058,0.652813,-0.588058,18
-2.941006,1.969165,-1.23432,1.48428,-0.391588,-0.26422,0.662538,-0.472843,0.851474,-0.868283,-0.37337,0.233684,17
-1.449472,-0.232889,0.30383,-1.69743,-0.089855,-1.322427,-0.085318,-0.274514,0.0649,0.641631,0.368435,0.112987,6
-2.20665,0.633393,3.512789,0.343574,1.750094,-1.352128,0.408301,1.502608,0.688706,-0.981524,-0.713566,0.044694,12
-1.5614,0.950765,-0.641985,-3.768673,0.38698,-0.980643,-0.841428,0.413711,-1.126891,-1.777589,-0.421124,-0.639335,2
1.817816,0.370601,-1.43191,0.220793,-0.944142,-0.244,-0.397768,0.012331,0.691894,0.058519,0.249133,0.430093,4
-2.130929,-1.580006,-1.16896,1.016797,0.513363,-0.519829,0.226145,0.010707,0.240161,-0.261638,0.219381,0.628946,5
-2.611549,-0.325221,1.090537,0.487683,0.54075,0.221887,-0.010536,0.578717,-0.031369,-0.384227,-0.406449,0.880935,3
-3.062321,-0.786568,-1.832215,0.053489,0.519898,-0.117731,-1.051718,-0.800776,0.06046,-1.113796,0.059624,0.147456,23
-0.898939,0.193652,-1.223557,-1.531572,-0.690091,0.715514,0.588129,0.348928,-0.591431,-0.360015,-0.671596,0.264464,25
0.750115,0.043817,-0.450305,0.319778,0.25617,1.253001,-0.070917,0.248005,-0.040733,-0.558733,-0.086021,0.360178,3
-2.906588,-0.161108,-1.006437,-0.495643,-0.110519,-0.380477,-1.60978,-0.732658,0.488185,-0.371875,0.285265,0.312265,10
-1.675075,-1.78228,-0.134252,-1.063715,0.719966,-1.14618,-1.827572,0.226404,0.389988,0.221039,-0.521752,-0.380837,10
-0.589239,-0.294297,0.176952,-0.79003,-1.259793,0.426217,-0.76067,-1.018189,-0.6575,1.188577,0.228318,-0.100954,23
-0.685579,0.986225,3.490836,0.517502,1.176545,-0.850944,0.320745,1.303282,0.031837,-0.975922,-1.111947,0.644138,12
-0.163542,1.198456,0.956809,-0.749524,-0.614067,-0.431819,1.798706,-0.614668,1.121158,0.3556,-1.001935,-0.134973,17
-1.047137,0.604558,0.194741,-1.792957,-0.176583,0.103375,-0.337558,-0.496707,0.284859,-0.223348,-0.075246,0.270894,10
0.670747,-0.101371,2.261754,-0.471875,0.830422,-1.038844,1.193757,1.320028,-1.1624,-0.62589,0.286483,0.62779,20
-3.80255,0.29695,-0.119972,-1.505694,-1.391723,0.02112,-1.597031,-0.357098,-0.538998,1.088995,0.046112,0.436473,4
2.697228,1.254414,-2.159597,2.027002,0.643873,-0.437509,-0.280629,-0.045818,-0.748973,-0.485606,0.116391,0.009818,9
0.660814,0.842969,1.71921,-1.680084,0.347033,-0.894415,0.110651,-1.000007,1.105033,1.210489,0.019715,0.122315,10
0.292314,-1.555273,0.574797,1.228767,-1.724898,0.465248,0.354464,-0.350909,-1.025471,0.493934,-0.87956,-0.259124,7
-2.773403,-2.769334,-1.822301,-0.051469,0.55598,1.693942,-0.457508,0.04168,-0.563636,0.383442,-0.025616,-0.608849,24
4.490694,-1.466871,1.659265,0.892676,-1.086485,-0.224072,-0.695235,-0.454031,-0.600952,-0.641573,0.190914,-0.518502,21
-3.105338,-0.398438,0.274143,0.110595,-1.882781,1.307368,0.504437,-0.331823,0.406505,0.013407,-0.379253,0.328996,5
-3.998618,0.853843,0.607438,-0.522056,-1.214959,-1.444908,0.206218,-0.287714,0.203339,0.789995,0.049031,-1.719324,2
-3.762055,-1.227869,1.233093,-1.960206,1.017368,-0.015002,-1.062172,-1.283447,-0.368663,-0.770656,2.619732,-2.032177,13
-0.990785,0.666909,-0.920592,-3.689464,0.29383,-0.721201,-1.120631,0.610015,-0.502035,-0.524984,1.286735,0.282072,2
3.453412,0.52403,0.096394,-0.193129,0.893179,-0.342482,0.760103,-0.91748,-0.914537,0.245929,-0.551015,0.35532,8
-0.930341,0.395313,-3.592553,-2.622234,-0.56729,0.69338,0.781218,1.000838,-0.603843,-1.028509,-0.03244,0.449759,25
-1.380011,0.370503,0.500762,-0.149197,0.992536,0.54169,-0.529275,1.28381,-1.328417,0.324912,-0.173788,-0.089282,20
3.279241,0.732165,-1.816606,0.849546,0.56275,-1.529712,-1.170831,0.824193,0.014637,0.587209,0.13861,0.709872,9
0.39138,1.826325,0.454109,-2.277428,-0.407321,-0.546658,0.509982,0.074886,-0.258473,-0.577052,-0.500655,-0.282006,6
3.210407,1.644668,-1.377971,1.528455,0.356855,-0.934201,-0.830694,0.714174,-0.420926,0.298689,-0.5706,0.351107,9
-0.789561,0.794941,0.800093,-1.573349,-1.200809,-0.644839,0.710827,0.327759,-0.617192,-1.544872,-0.341082,-0.237689,16
-2.193742,-1.042869,1.188528,-1.204714,0.74684,-0.199325,-0.764965,-1.337281,-0.885146,-0.496586,1.324365,-1.296494,13
2.17991,-3.293351,0.622313,0.134042,-0.493754,-0.703118,0.319389,-0.69789,0.718929,0.338346,0.253316,-0.128131,21
0.317082,0.482423,0.254442,-0.038632,0.071972,0.149212,0.182242,-0.611928,-0.373733,0.335704,-0.455894,-0.106351,23
0.582634,0.700357,3.210323,-0.230272,1.672921,-1.18033,1.422366,1.671828,-0.271096,0.064925,0.394745,-0.180927,7
-1.561886,1.202573,-2.658844,-1.466537,0.994424,-0.633903,-1.119898,-1.323775,-0.285833,-0.099816,0.056616,0.566621,11
-0.445578,-3.409668,1.282423,0.489382,-0.115266,-0.404786,-1.30393,-0.629118,1.324574,0.406061,0.824661,-0.061595,22
1.35336,-0.931706,1.108089,0.938871,0.061053,0.961392,-0.654376,0.506917,-0.172042,-0.182377,-0.036968,0.132797,13
1.564479,0.711618,-1.990105,-0.393075,0.652303,-2.867084,-1.678561,1.243561,-0.437639,0.620455,0.345468,0.30368,9
1.47302,2.306068,0.074542,1.264786,1.224904,0.862378,-1.171487,-1.040318,-0.367382,0.537479,0.526782,-0.459219,0
-0.728329,0.583317,0.453129,0.863533,0.772858,-0.436287,-2.241025,-0.005334,1.008732,-0.181607,-1.362066,0.354887,12
1.119406,-3.128413,1.524275,1.140845,-0.054098,0.412275,-1.110461,-0.21992,0.865677,0.566602,0.678397,-0.22556,22
3.157976,1.996829,-1.472257,-0.600825,0.548677,0.60515,-1.44905,-0.879382,0.197674,0.153377,0.457874,0.181453,11
1.256085,-2.814466,-0.883131,-0.546375,0.294504,-1.143141,0.676663,-1.253911,0.282269,-1.193226,-1.86986,0.427245,19
0.382454,1.21296,2.304678,-1.476305,0.200614,-1.358606,0.423405,-0.692524,1.264905,0.571813,0.372002,0.345314,10
1.122072,0.409255,0.133468,0.153847,0.137107,-0.43901,0.289542,0.866494,0.327851,0.30392,0.2121,0.067767,14
-0.960397,0.621752,-0.458345,-2.537225,-1.468778,0.93835,0.614298,-0.585281,-1.329455,0.091645,0.357293,-0.483186,18
3.840944,-0.606338,2.592923,-0.307656,-0.117871,-0.425426,0.120721,1.886583,-0.396799,-0.532718,1.324247,0.096891,20
-4.518319,-0.579811,0.441202,-1.02393,-1.771998,1.081118,-1.614391,-0.462452,-1.416493,0.716462,0.621271,0.707757,11
-1.715013,-0.127112,0.159394,0.028408,0.410251,1.515861,-0.598659,1.494689,-1.056306,0.200527,-1.487076,-0.730953,0
-2.963094,1.171081,1.336103,-1.900185,0.502599,-0.637117,-0.828663,0.214005,-0.447778,-1.119188,-1.282841,-0.100548,2
