@relation Bank_training_70pct.txt-weka.filters.unsupervised.attribute.RandomProjection-N11-R1-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute y {0,1}

@data
-1.661258,-3.694751,3.198351,5.601735,1.778649,-1.816934,0.108802,7.188092,-2.082017,-3.292412,-6.615423,0
-1.842405,-3.495672,12.888037,-2.448202,28.191859,-5.41527,-6.32361,9.071951,-10.79737,1.817961,-9.514281,0
-7.128937,-4.065147,4.318469,3.938884,20.573423,-12.502033,-20.55177,7.798048,3.649863,5.323787,-8.059063,0
0.688284,0.383371,18.488523,-8.71717,15.915286,-2.327435,8.348868,8.146953,-16.770529,3.351851,-2.668352,0
-3.187341,-8.510956,9.69353,2.171736,18.775272,-7.166897,-9.525147,14.115226,-2.619441,-6.041438,-8.529586,0
0.507928,-10.858401,7.002767,4.230539,9.904425,-5.457637,-13.004599,7.713107,5.461383,-6.578801,-8.071342,0
-1.825151,-11.66707,16.483535,-3.218751,23.605157,-10.64207,-6.751941,10.637471,-10.095136,1.388858,-9.646425,1
-1.163165,-4.202476,9.243522,2.173767,5.569163,-0.924558,-0.056698,9.312997,-5.390341,-0.989154,-4.749718,0
1.591112,-4.331764,7.029073,6.339915,6.588751,-1.795281,-4.828499,10.406812,-1.574656,-4.892532,-5.499824,0
1.303163,-8.624975,21.203093,-5.417812,20.346874,2.468209,7.782005,21.848643,-16.387307,-8.75794,-13.86026,1
-1.302916,-7.421101,20.418311,-0.678222,14.46992,9.254147,13.318186,22.766647,-19.270314,-6.129936,-14.010453,1
-8.836402,-2.487875,11.313839,2.638415,25.694501,-3.419355,-11.50886,12.348876,-2.973095,3.156363,-10.240868,0
0.416313,-3.028944,6.378958,2.27917,8.633129,0.69437,-0.89261,5.995507,-5.47687,0.133413,-5.340775,1
-5.362456,-8.92725,13.622873,9.104077,5.385477,-5.461343,-5.064647,20.918222,3.061635,-8.906044,-8.622174,0
-6.620137,-9.643986,7.367825,2.386407,20.009296,-9.843921,-10.367803,11.405812,-5.807552,2.259676,-11.472761,0
-2.597663,-1.257046,4.005103,-2.95953,15.338484,-4.433359,-2.17017,6.636732,-8.26827,-1.390612,-5.436081,0
-2.904548,-4.478455,4.264664,-0.834309,25.64991,-9.447304,-5.967851,-2.205561,-8.177906,8.915574,-9.844228,1
0.524271,-9.30406,11.627195,-2.92016,24.113335,-3.460994,1.283114,9.172844,-14.511144,-1.324928,-14.435263,1
-3.695817,2.452381,5.382909,3.855927,10.198893,-0.656226,4.850016,6.877808,-6.551839,1.780691,-7.911093,0
-1.217332,-1.208827,6.381928,-0.617218,18.122903,-2.390491,-4.059514,3.037306,-7.613267,3.225933,-5.8736,1
-1.414607,-10.433461,5.978653,6.535088,12.391347,-9.011831,-20.542652,2.308305,10.569167,-9.296569,-6.681389,1
-6.892212,1.893675,1.850592,0.296666,13.300589,2.051758,-0.841275,4.846187,-6.000101,0.822786,-4.82702,0
1.223969,-8.112546,12.341445,4.336538,15.423903,-8.274479,-5.050241,13.606675,-1.703286,-2.377234,-12.167979,0
-0.122198,-9.396865,14.079594,-3.134905,10.23848,3.54351,13.449565,12.584704,-17.866394,0.155219,-10.788272,1
-2.975159,-6.293401,15.406667,-3.065522,27.424542,-7.232883,-7.489268,11.950301,-8.041376,-1.981178,-10.158348,0
-2.512418,-1.204034,4.092443,3.242186,15.139811,-0.602948,-0.494668,3.172862,-7.16572,0.758996,-8.706379,1
4.396905,-12.708439,10.206222,3.515869,9.935909,-6.366373,-10.74522,8.084566,3.00823,-8.742505,-8.830615,1
-2.992759,1.769455,11.073006,-5.969744,21.634878,2.537413,6.055753,6.833036,-16.25768,2.725144,-7.647619,1
-3.90811,-1.022301,13.890191,-2.141723,18.225857,1.69982,7.535253,12.722503,-13.967785,0.900727,-10.496233,0
0.804785,-14.003759,18.955144,4.253386,16.417962,0.850847,1.001427,29.042501,-11.48825,-12.046753,-15.061606,1
-1.791139,-6.194318,2.120797,-1.873247,21.43678,-5.827507,-3.511887,-2.587195,-10.725405,7.555093,-8.49686,1
0.859653,-11.426973,5.506273,-0.852493,11.080824,-11.169114,-7.219759,0.138862,-2.382207,4.894341,-4.196897,1
-0.066912,-6.789346,13.868406,5.857684,19.352235,-4.449262,-8.099289,15.95433,-6.032807,-4.659658,-10.226461,0
-3.388464,-2.106001,14.440248,1.224926,12.286096,3.661273,9.178871,19.271374,-14.733666,-4.242076,-11.769417,0
-2.536398,-4.448401,17.000223,-4.002036,26.984502,-2.742242,-2.988354,13.816686,-11.672874,-2.030302,-10.699443,1
0.761592,-3.701802,6.844829,6.040757,5.549006,0.851302,-0.453248,12.434262,-1.606118,-5.679028,-8.942868,0
6.365289,0.311127,10.202054,-3.476702,18.584289,0.758634,6.239177,8.167514,-15.177677,1.638087,-9.99014,1
0.307888,-11.612254,10.844005,-3.66266,5.297153,-1.866006,6.876056,6.067623,-17.133613,6.059403,-6.439581,0
1.204147,-13.228217,13.550367,0.733858,5.121022,-10.283348,-6.224948,7.788882,1.743852,0.390698,-2.718648,1
3.05,-11.279914,3.271389,7.119977,8.929577,-13.788648,-14.078577,3.599617,4.065652,-2.219104,-7.408476,1
-5.235757,-2.538116,26.130934,-13.400152,34.710338,4.239945,13.613071,16.401949,-29.805545,4.99324,-13.480409,0
0.723312,-6.968391,9.455766,-0.744733,20.152522,-9.077165,-9.484016,14.837804,-3.518274,-6.271223,-7.516088,0
-1.884005,-9.667103,9.175473,1.53938,8.789229,-2.867314,-6.254504,14.943472,1.230118,-7.155106,-7.718895,0
-2.449117,-3.741683,4.491231,3.079991,3.622342,3.800657,2.715686,5.261686,-3.989708,-5.714237,-5.823159,1
-0.216194,0.561424,11.945293,-4.321175,17.011806,-0.989506,5.52661,5.400542,-16.232619,3.373446,-5.490608,0
-2.64333,-2.027107,6.027048,-0.118857,23.611351,-5.732504,-6.381891,-0.613329,-6.420874,4.868932,-9.124215,1
-0.832747,-4.89463,5.551793,10.192581,10.610321,-9.563198,-9.950946,9.453404,3.718674,-1.034845,-8.586298,0
-5.359273,2.817675,19.686745,-9.736626,34.504356,7.667632,14.446764,19.626367,-31.155301,-0.725743,-16.354153,0
0.377977,-10.019123,2.91491,-1.256806,16.215714,-12.123524,-9.771579,-1.670469,-2.738232,5.277025,-5.426221,1
1.822006,-10.546839,7.0259,5.600488,9.97543,-7.522442,-13.526566,4.652461,5.756801,-9.987547,-7.708559,1
-2.203523,-6.487623,4.484675,4.154005,16.631858,-6.121912,-11.814201,2.897743,-0.072985,-3.225419,-7.261124,1
2.12626,-2.786577,4.626896,-4.009236,14.917187,-0.680705,6.042481,0.874626,-14.783045,5.453771,-7.538553,1
5.124126,-7.681645,7.576852,3.204096,7.165324,0.962458,-1.018359,9.760813,-5.473137,-3.769391,-7.753128,1
1.082332,-5.016069,13.332067,0.092767,16.410651,-2.339942,-5.866285,14.390538,-5.045498,-3.490014,-7.417849,0
1.820894,-15.381503,-0.111471,5.484312,12.446936,-11.009629,-8.720762,4.884343,1.101394,1.286042,-10.160365,1
-3.161706,-0.840025,12.911703,-6.170847,18.163566,-5.752663,2.387822,-1.157424,-14.837831,8.306946,-2.838388,1
-4.443538,4.216319,5.164399,1.245203,24.230506,-3.14553,0.748111,0.872428,-11.115564,6.590542,-10.287181,1
-2.842616,-3.577536,2.409005,4.199999,8.315497,-5.495415,-8.778541,6.113753,2.025678,-2.860941,-2.930532,0
-5.434817,1.358606,2.384668,1.540344,14.854209,-0.214874,-2.117554,2.4035,-7.149058,2.430444,-4.343151,0
-0.494284,-5.841949,2.792657,0.662716,17.52417,-12.782901,-14.125011,5.359496,-3.002719,-1.289648,-6.541511,0
2.293597,0.485389,8.112794,-3.810521,11.653081,1.736455,7.01627,10.175131,-14.277848,-3.624344,-7.016146,0
-0.365623,-3.014361,5.189438,0.034791,15.926128,-1.674525,-3.494219,4.51734,-7.367615,2.313266,-6.125786,1
2.769699,-2.590866,3.968454,2.37899,7.075187,-2.567987,3.671442,6.215981,-7.253603,2.532122,-9.317887,0
-6.918724,-1.486382,13.757849,2.033291,11.405426,7.853221,14.673002,16.039059,-18.4415,-2.356417,-13.058187,0
-4.634521,-2.165609,5.839377,0.955428,10.692974,1.622563,10.447925,8.391749,-12.911233,2.266233,-9.166805,0
-4.052996,-2.827939,15.138771,-5.324226,24.890109,-3.512365,1.790852,10.827121,-13.955505,3.252941,-8.313032,0
-5.49247,-11.328581,6.71749,0.457209,25.204908,-12.04944,-13.208028,7.601184,-2.951023,3.380178,-8.636503,0
2.618209,-9.226967,2.734022,3.027117,1.661211,-9.80687,-11.848538,7.102997,6.075024,-4.909254,-2.889814,0
-7.082062,2.284101,12.287873,-5.364206,22.724132,3.139086,8.840064,11.220587,-20.538592,0.399439,-9.740093,0
2.444829,-10.082244,5.60442,0.197629,14.282747,-11.45876,-14.089627,10.241654,2.973364,-4.235076,-5.192173,0
-0.092062,-12.282885,3.895711,8.523008,3.869122,-8.190542,-15.524514,7.723039,8.823704,-4.602909,-4.62005,1
-2.143514,-2.861539,2.990376,2.682795,7.750883,2.260382,1.9683,5.818159,-9.201023,-1.454335,-6.858311,0
0.58128,-0.184385,7.405801,1.024074,9.018979,6.033308,4.754227,10.190079,-9.004275,-4.622907,-7.762772,0
-4.6582,3.596007,1.884675,-4.261454,23.645084,-5.633437,-4.876304,-1.577944,-10.73875,4.862384,-4.879632,0
1.66097,-8.66357,7.837942,5.118034,3.788998,-2.136727,-2.318897,7.518782,1.102593,-5.255516,-8.582068,1
-4.420878,2.446171,6.10093,-1.393682,18.350936,-2.096467,-1.907492,4.155924,-8.119146,0.901255,-4.722647,0
-3.821997,-3.08731,7.145077,0.452459,12.628392,-2.515522,-4.015781,1.368773,-4.252202,3.335706,-3.961552,1
-3.280033,3.594836,6.052366,-7.186293,23.973258,-3.53113,0.695829,3.536483,-14.67109,2.009492,-6.303152,0
-1.425456,-6.593348,2.818849,5.412908,11.325356,-4.527652,-9.372901,6.930814,-0.214708,-3.132889,-5.854296,0
-3.891765,2.699075,6.009869,-0.766566,13.973984,0.866203,1.790812,5.01413,-8.892595,0.074348,-4.504599,0
-5.457732,-3.069066,5.941692,3.231784,7.285289,-0.066175,4.122475,11.915261,-7.927743,-1.95734,-8.311645,0
2.074542,-1.556738,13.993931,-8.308841,25.196796,0.941813,8.791394,5.114549,-23.709908,4.568441,-10.99264,1
1.210883,-2.778049,5.724401,-6.983014,22.166649,-5.097999,1.80747,-4.053626,-15.003471,8.791397,-6.928088,1
-0.105957,-4.060801,6.794265,0.35954,11.836577,2.459372,1.764316,4.707414,-7.675572,-5.665632,-8.43131,1
3.383188,-10.470511,11.829719,2.040936,7.430737,0.221325,-0.293819,14.402476,-4.6175,-7.92579,-9.273875,0
-1.360034,-8.283193,22.621116,-1.022352,17.473898,10.970114,16.996646,27.052329,-27.020456,-4.633411,-17.362059,0
-8.087376,-4.361374,12.729815,-2.127016,27.910249,-7.456278,-4.789102,11.810778,-8.649143,2.387228,-10.718648,0
-4.210622,-5.219302,6.5824,4.685625,12.089701,-4.685735,-10.774991,10.158085,2.759981,-5.484305,-6.480538,0
-2.346988,-3.005601,2.763591,8.147931,3.21964,-0.571633,-1.258231,8.085664,-0.861828,-1.496373,-5.794902,0
-6.815473,-1.382238,13.133841,-2.05394,18.54998,4.875136,6.581694,9.234215,-14.883459,1.105187,-9.356227,1
-2.741153,-0.693209,4.534543,4.493992,16.701291,-5.915275,-2.003079,6.123032,-7.692485,3.596692,-10.50853,0
-4.104279,-12.625521,10.9072,5.140867,14.680702,-6.265411,-1.123704,15.322515,-3.496877,-0.45435,-12.818456,0
-6.820159,-7.459279,8.452971,7.521038,16.663699,-5.32997,-9.997216,14.200914,0.577536,-3.541801,-11.115277,0
-2.780126,-1.916638,5.397781,0.601108,9.074372,4.261246,2.654855,10.36715,-8.838567,-0.70129,-5.88337,0
-0.261109,-9.242095,5.734356,3.638862,16.272538,-15.985783,-22.34013,5.91181,8.731436,-2.125942,-3.911026,1
-0.023878,-6.903666,9.341535,-0.977188,4.905614,-3.344439,5.788345,10.327074,-5.10013,-1.8454,-4.253207,0
1.031283,-6.461995,6.823886,-4.159594,27.037568,-16.335197,-14.617039,7.054584,-5.563137,2.064837,-9.975911,0
-5.267034,-1.178127,17.33087,-6.341153,16.463919,0.272734,11.529482,9.119728,-17.554234,4.859791,-4.890219,0
1.300874,-3.918242,9.492638,-2.139883,16.231748,-6.208596,-7.812725,9.266628,-2.456987,-2.512643,-5.144054,0
-2.691066,-2.014341,5.45823,-1.013864,18.34313,-1.634797,-3.997674,-2.392226,-5.489702,-2.854516,-7.642248,1
-4.206034,0.898142,4.159176,-3.252933,18.768882,-1.222082,1.05284,4.907817,-13.225613,1.688939,-6.618766,0
-0.382048,-6.700659,2.900205,5.723113,9.23256,-12.180401,-15.16524,4.146418,8.048266,-0.05495,-4.238216,1
1.43287,-11.725957,7.277712,9.41062,2.69147,-8.089949,-8.318098,9.023416,7.966651,-5.538507,-9.89537,1
2.335034,-1.707658,5.640708,-0.462608,18.320914,-7.081434,-5.934157,3.485762,-4.603549,2.876134,-6.966433,1
1.580674,-6.279178,4.133924,2.098088,3.418689,0.904242,-1.823138,0.11033,-0.361388,-4.263078,-5.588796,1
-3.20994,0.990402,4.748968,-0.82762,16.050982,-1.088571,-1.975392,0.69778,-6.604863,-0.57359,-5.286933,1
0.434774,-7.610718,2.89872,7.171306,4.487673,-10.637971,-13.581788,5.625518,9.116464,-1.60121,-3.971803,1
3.154489,-13.688785,19.65366,-3.935157,11.68189,5.130519,16.382016,22.78746,-23.320855,-7.341622,-17.512194,0
-2.349253,-6.095797,1.616356,6.019699,10.546376,-8.35432,-17.383589,3.591626,8.654738,-4.915126,-4.680005,0
-2.138551,-5.228422,4.760963,6.248547,6.217001,6.017514,2.990639,8.144658,-7.891518,-3.340142,-8.173865,1
0.486048,-3.919821,13.114608,0.16681,21.448445,-6.084265,-6.346227,14.08904,-6.928653,-4.902608,-8.502533,0
-0.057523,-9.648123,5.400433,3.669639,4.697791,-5.709434,-11.844944,8.37608,7.947422,-7.21952,-5.399764,0
-8.326223,1.346685,7.288997,1.562276,15.284905,1.657922,5.988464,7.966763,-13.664837,2.808008,-9.37535,0
-0.589201,-5.726497,20.044578,-2.847673,24.071765,-4.008533,-0.831595,20.973796,-11.220696,-9.194442,-11.70444,0
1.090367,-10.115379,1.925669,2.556453,14.141881,-13.155107,-15.820845,6.923455,-0.187633,-4.197396,-7.441634,0
2.394642,-6.682048,17.050531,-0.304362,11.912928,2.085544,4.790605,19.363229,-10.991016,-6.446841,-10.005357,0
-1.760986,-0.203389,22.308087,-8.209995,32.72801,-0.225687,6.751027,21.032969,-21.847655,-5.069184,-13.05244,0
0.660294,-14.272916,3.1713,9.410318,12.706729,-10.352956,-13.152538,9.745334,1.531664,-5.141732,-16.348925,1
-5.57764,-1.576213,7.239773,-1.002902,18.585247,-4.681498,-3.91091,0.431089,-8.624332,5.292276,-4.031478,1
4.628092,-12.268996,23.632517,-1.547092,19.924773,0.428945,3.73057,27.441612,-14.607356,-10.540738,-15.350642,0
3.913809,-3.166347,10.497194,1.304221,13.958768,-2.762953,-2.7367,12.639949,-6.614613,-5.566304,-7.202398,0
-2.397641,-3.423237,9.962689,-0.733176,25.36646,-12.201392,-11.896489,2.195696,-7.128797,5.364839,-5.234772,0
-5.187475,-9.401498,11.534843,1.8447,19.13611,-7.334393,-5.298071,14.388166,-2.995467,0.254956,-11.797275,0
-2.259519,-2.482276,3.442338,-4.026907,9.897596,-1.050301,2.026045,5.064971,-8.72654,0.596591,-4.829049,0
-3.067705,-1.451135,20.537688,-2.14224,14.814731,10.267328,16.706335,21.861247,-20.834713,-7.735994,-12.401908,1
0.074738,-4.625047,12.170947,-4.444347,15.040801,-5.044689,4.611777,2.538989,-13.793732,5.405964,-5.063831,1
10.117483,-12.825793,12.258513,5.701669,12.848301,-9.838028,-14.677939,15.726474,1.693825,-7.335915,-8.867645,1
-3.64047,-4.407786,6.372392,1.010947,23.160237,-13.883519,-15.343473,3.975294,1.577057,3.096181,-6.657607,0
6.249562,-13.166944,9.159706,8.603078,5.231687,-9.256037,-15.449614,13.903554,6.979052,-7.38959,-6.332885,1
-4.94381,-1.614126,9.129152,0.339431,16.088602,-5.110628,2.114327,3.275276,-9.234276,7.564553,-5.719077,0
-1.535038,3.216736,3.949557,-5.230265,25.559568,-4.993144,-3.306219,0.623402,-13.550102,3.867328,-6.391864,0
-9.571027,0.068121,5.737286,4.476197,17.993175,-1.765178,0.476818,9.403872,-8.806938,3.910419,-12.319483,0
-2.377928,-11.353699,7.356504,6.479781,0.007368,2.697449,4.03654,9.433001,-3.026924,-10.384842,-12.356243,0
-3.467156,-4.203303,2.741488,6.272848,8.637581,-4.353401,-8.993509,6.366176,1.285728,-1.993225,-3.883281,0
-9.993271,-1.660378,20.555776,-8.511834,20.651128,-1.188518,16.25666,11.74256,-28.089448,8.470819,-10.196164,0
0.9237,-2.206487,7.913529,-6.662266,21.347557,-5.959952,-2.789005,5.910094,-11.108225,0.89736,-7.1481,0
0.354371,-12.910159,7.759153,5.243082,10.736112,-10.439994,-16.292558,6.398324,5.831343,-2.893201,-5.509174,1
4.603668,-6.036238,6.385438,1.831684,11.08651,-8.197322,-9.653108,11.50581,0.826217,-7.157474,-4.905517,0
-0.639009,-0.954835,15.555823,-10.31651,28.594438,-1.508785,7.391268,2.865006,-24.084603,7.775804,-9.540025,1
-12.157383,-10.308778,-9.182729,6.294982,10.337774,-3.810554,4.702553,-2.894692,-1.23107,10.112276,-9.020996,0
1.562109,-7.643714,9.360627,-2.857872,18.581067,-5.739952,-2.563002,5.113498,-11.385959,2.13068,-8.662457,1
-5.659471,1.453608,6.731484,-3.05854,18.926729,-1.549541,-1.223253,-0.815147,-9.731481,7.596399,-3.628392,1
-5.698335,-2.469385,9.18907,2.725281,20.955439,-9.508424,-9.147726,9.689422,-1.906607,-0.761828,-7.825787,0
-10.111979,-7.68523,16.074722,-7.320365,14.631086,0.225166,19.264266,12.541102,-22.826725,8.25766,-11.604696,0
0.741556,-2.929868,3.871467,-7.099016,25.974224,-1.058829,0.571223,5.889916,-16.084629,3.930244,-8.458356,0
2.773809,-11.404313,2.543538,2.122929,15.44835,-15.539237,-15.376069,7.494648,-0.23083,0.053101,-9.278611,0
-1.82763,-0.201552,5.190132,-2.289144,14.981237,0.640496,3.421334,7.487591,-13.563091,-0.35485,-7.108469,0
2.091542,-3.830219,4.45451,5.001613,3.79379,0.249329,-0.625357,8.773565,-5.799867,-3.66183,-6.049028,0
-4.548774,-3.289808,4.465233,0.3252,23.178765,-9.286178,-7.057695,0.800218,-3.283287,5.157661,-10.087453,1
2.878552,-7.498401,8.645328,-6.276638,25.452287,-13.353798,-10.974911,8.647545,-9.191884,-0.723448,-9.439533,0
0.092785,-11.27859,5.079635,1.115618,20.207059,-9.470094,-15.201529,6.146265,-3.600815,-1.067368,-11.664776,0
-5.268128,-7.322139,-0.114393,7.142617,14.934953,-9.422064,-19.560287,6.942937,6.695189,-1.580981,-5.216344,0
-2.791786,0.679291,1.491414,2.95398,11.935083,-4.510153,0.411801,1.967416,-6.06791,2.973609,-8.582808,0
-5.963786,-7.367239,4.069207,8.511019,17.628929,-8.919041,-19.336294,3.224677,8.130197,-2.978841,-9.581507,1
5.124158,-13.902161,19.444722,0.060251,17.536176,-1.859309,-2.552344,16.062647,-7.210862,-11.669197,-14.679073,1
-1.452528,0.169566,7.889141,-4.756548,23.617425,-1.404833,0.97335,3.815643,-15.361143,-0.171777,-9.404619,0
1.002189,1.77412,4.932232,-7.735976,29.466278,-4.665465,-0.861513,-3.287978,-18.221073,8.569289,-8.272713,1
0.634565,-5.160685,6.769603,-0.217647,13.52846,-3.809323,-4.82703,8.009568,-4.310628,-1.123544,-5.819781,1
-2.371034,-3.135299,11.522371,-3.312549,24.540089,-6.106215,-6.101958,8.458405,-8.117644,0.674643,-7.67221,0
2.035389,-5.624077,13.082384,-3.512582,18.840506,-3.848929,1.276673,8.51352,-14.597232,1.918029,-9.080353,1
-6.538081,-7.362648,15.330547,-0.810207,30.041916,-5.457917,-1.278701,15.041094,-18.604695,3.682878,-16.67571,0
5.250813,-15.116295,26.415571,-12.593245,26.692807,-4.195482,11.757748,23.750989,-31.653099,-1.706057,-17.281816,1
-2.101673,-4.571276,21.415594,-2.27612,23.131252,6.93298,18.585571,20.146311,-26.649163,-0.545089,-20.709093,1
-2.556068,-1.215726,6.717646,0.495384,11.521245,1.862408,1.351982,3.403225,-6.709235,-3.752838,-6.593501,0
-6.601104,-4.59571,11.639506,2.724435,18.009978,-3.979819,-7.864697,15.866337,-2.361327,-5.226576,-8.499119,0
2.304224,-1.975282,14.586149,-6.084251,25.325598,0.218226,3.243174,10.100325,-16.597728,-0.708743,-10.648745,1
-2.961696,1.278062,2.797299,2.017646,27.349201,-5.829226,-2.486834,2.25331,-14.045892,8.715826,-12.355661,0
-0.746874,-3.226491,11.485857,-1.734648,12.964098,2.342648,4.05495,9.756506,-10.244303,-2.308679,-7.847572,1
-0.844607,2.872918,12.951389,-8.382436,31.604971,-0.046932,5.824659,9.878003,-23.962882,1.443235,-11.410815,0
-7.411732,0.309455,8.596472,-3.281067,25.290551,-4.617441,-1.920136,2.75981,-9.298428,5.200223,-8.592974,1
-2.660346,-11.24194,14.172581,-1.963871,23.459644,-6.631941,-0.954028,16.073476,-9.004374,-1.732529,-12.439726,0
0.056913,-14.488547,2.0873,4.885576,14.412048,-13.736832,-12.72437,7.745046,0.437835,2.447314,-9.906627,0
-1.335169,-5.358701,21.17362,-1.024446,19.660896,6.997491,8.581522,24.101452,-16.686272,-10.228127,-15.424904,0
1.238211,0.825234,9.343117,-1.799131,16.02813,2.158711,3.999663,7.779182,-12.381837,-2.693965,-7.469247,0
-12.078388,3.104456,8.204514,-4.810422,28.108925,-1.562606,5.013725,7.183026,-18.278867,5.449414,-10.471268,0
-2.962261,-1.146119,14.156185,0.380114,11.208944,4.965435,8.282122,16.628496,-12.614106,-5.610312,-8.271087,0
-0.828224,-3.976596,14.660746,-1.742561,27.015948,-3.765109,-6.0524,12.180124,-10.745574,0.330133,-9.958647,0
0.452436,-11.128687,8.720182,1.813133,7.614721,0.506874,-0.913486,11.044201,-3.742554,-6.853517,-9.024907,1
-0.823347,-11.112218,-3.821267,4.748428,13.998968,-13.367258,-20.294198,6.956405,6.694891,-2.900498,-3.849947,0
0.059127,-4.838627,0.986073,5.350894,6.563257,-9.645186,-12.034008,1.880867,6.799428,0.967883,-3.325058,0
4.254044,-12.654668,13.023143,0.084831,9.797953,-9.826249,-6.414957,8.920447,-0.889427,-0.994804,-5.326997,1
-3.482968,2.187451,2.916778,-0.39945,17.216979,-0.963355,0.475625,5.179115,-10.199681,2.683063,-8.887258,0
7.618861,-11.820755,9.861149,4.59763,10.611732,-11.620335,-16.033056,13.272704,5.245127,-7.208574,-6.402664,1
-3.309633,-4.345274,2.887837,5.872421,8.187936,-2.601094,-7.024934,5.208314,0.171868,-2.549601,-4.627946,1
-2.908346,-4.20095,6.156812,1.725318,13.76758,-3.943128,-3.111815,2.851882,-4.607208,4.573707,-6.561455,1
-0.207092,-1.064783,21.709549,-8.423568,18.083574,10.835019,20.312425,20.019759,-24.966683,-5.292173,-12.753976,1
1.648779,-12.111967,7.758201,3.774145,12.990686,-8.616042,-11.379611,4.738887,4.050459,-8.188684,-8.662958,1
-0.031095,-10.196143,6.333453,7.253378,9.360337,-12.518913,-13.61579,5.377432,3.967207,2.093604,-6.322763,1
1.138456,-0.753957,6.811622,0.375861,10.848135,1.865368,1.969871,5.117777,-7.813918,-3.888037,-6.399546,1
0.002624,-6.369991,16.908585,0.316857,22.32839,-5.019478,-4.826959,17.699592,-8.159933,-7.612207,-10.903829,0
-8.230978,-4.001257,7.505042,-3.882271,28.236503,-3.264845,5.263855,9.350286,-13.93867,2.308382,-11.976021,0
-1.537665,-6.070105,4.476072,3.343618,7.844146,-0.163656,0.623908,2.19774,-5.900836,0.379172,-9.775889,1
-0.087399,-2.448399,5.245469,-0.462618,13.471976,2.269237,1.380934,3.478134,-9.789023,1.703112,-6.785609,1
-5.323853,-5.157797,10.319699,1.591688,25.098137,-8.836238,-9.809469,6.596482,-4.077466,2.693003,-10.108382,0
-6.093621,0.750166,2.166615,-0.556531,24.364264,-4.830629,-3.228427,0.28326,-11.6006,5.832641,-9.24915,0
-2.781506,-2.769253,14.258036,-0.884616,4.051485,2.079922,6.77854,7.149537,-7.971244,-1.305773,-2.608848,1
1.846623,-6.484549,5.864389,5.912015,14.376917,-7.908742,-6.786254,8.604823,-1.441693,2.137155,-10.276509,0
2.06989,-7.994674,11.384528,3.586967,9.734445,-0.761175,-2.818003,11.94852,-4.430532,-4.512418,-8.401458,1
-1.623445,-2.807454,5.525621,2.805893,3.622682,0.619981,1.799923,9.846422,-6.049277,-4.249008,-5.337407,0
-0.863237,-4.194945,8.295722,-1.371511,7.722554,1.417726,3.138026,6.318577,-7.346081,-0.126372,-4.675736,1
-6.758206,0.955087,1.019407,4.298309,6.189536,2.672901,1.879258,6.70679,-3.058687,0.378462,-5.885796,0
-1.324449,-4.27163,4.539273,0.539418,13.701662,0.089704,-2.456963,1.721836,-6.348012,0.978689,-6.810636,1
0.286503,-11.944263,5.901382,4.355316,19.86254,-10.472508,-15.50656,0.999825,2.840627,-1.9752,-11.405053,1
0.098607,1.396619,3.946587,-2.333877,16.069794,-1.908282,-0.139315,3.581603,-11.413706,0.774808,-5.859039,0
0.85649,-4.80446,22.483527,-2.947355,20.129922,0.789911,6.479953,25.972507,-15.493865,-10.373538,-12.28968,0
-3.6249,-2.15995,4.240143,8.340734,6.493566,-2.591761,-0.926776,9.248509,-3.227039,0.78453,-9.041046,0
-1.734693,3.155076,2.948359,3.015009,13.835562,-4.031469,0.271209,2.972754,-5.225,3.543941,-7.180261,0
1.277635,-7.457573,1.43642,3.03964,11.209759,-7.77511,-6.168003,1.277019,-3.060081,2.507957,-8.307875,1
-1.962091,-1.92925,5.348002,1.315381,12.420773,-1.168207,-3.261104,3.415734,-5.139392,2.177201,-4.851071,1
-3.213346,-0.763831,6.166055,1.10048,17.991076,-2.009207,-3.234833,0.894868,-4.826576,-1.19155,-8.848708,1
-1.094503,-0.272337,12.015077,-1.985757,16.318768,4.323592,6.84874,9.668167,-14.049087,-4.186684,-9.162792,1
-1.654844,-8.738565,12.501391,2.274752,20.710434,-9.001796,-1.280857,20.265105,-11.916579,-3.083277,-16.301229,0
2.108658,-5.248275,23.828107,-8.011713,29.73924,11.266665,21.90578,21.887306,-40.510768,-0.46298,-21.904715,1
-2.495982,-14.913349,-0.840503,-0.873591,22.764932,-13.094567,-10.486421,-0.222311,-7.154206,4.740137,-12.519029,0
8.620059,-12.607042,11.665864,4.260694,12.914569,-5.672467,-10.348982,10.412664,-0.776179,-7.734386,-10.478731,1
-5.711784,-2.185511,4.818901,1.177092,9.830258,0.321551,7.580627,6.298116,-12.886096,3.745568,-7.711777,0
2.946502,-4.044236,21.186162,-5.99588,14.899772,8.009422,15.769291,21.338456,-20.25461,-7.644276,-12.403477,1
-1.661964,-3.534948,10.680561,-3.748498,18.032971,-1.442695,1.574834,10.067571,-13.175013,0.001826,-8.831681,0
-2.925792,1.617879,2.322599,-1.047663,19.046136,-5.131295,-2.308732,0.106813,-9.009324,3.417934,-7.524031,0
-1.576295,-0.829715,4.745998,2.068768,6.561208,1.996291,1.191512,3.65598,-4.468467,-3.66611,-4.754108,1
