@relation Bank_limited-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K8-P500.0-S1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
74.586929,admin.,married,secondary,4658.580698,no,no,cellular,14.562555,may,155.663089,2.967013,-1,0,unknown,yes
21,services,single,secondary,361,no,no,telephone,5,jun,329,1,95,1,other,no
46,blue-collar,married,primary,0,yes,no,unknown,12,may,51,9,-1,0,unknown,no
31,services,single,secondary,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no
30,management,single,tertiary,940,no,no,cellular,8,aug,131,2,-1,0,unknown,no
32,management,married,tertiary,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
32.980659,management,single,secondary,34.510181,yes,no,cellular,13,jul,1024.476492,1.38971,-1,0,unknown,yes
36,management,married,tertiary,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
42,blue-collar,married,primary,2111,yes,no,cellular,7,may,86,2,-1,0,unknown,no
36,blue-collar,married,primary,49,yes,no,cellular,15,may,232,2,365,5,other,no
46,management,divorced,tertiary,25,no,no,unknown,17,jun,564,2,-1,0,unknown,no
33.696537,management,married,tertiary,239.111361,no,no,cellular,22.927296,apr,525.340509,1,-1,0,unknown,yes
29.306683,blue-collar,married,secondary,173.871948,yes,no,cellular,18,may,462.105328,1,-1,0,unknown,yes
33.879047,management,married,secondary,101.841747,yes,no,cellular,10.374882,may,443.968968,3.592152,437.145203,1.592941,success,yes
37,management,single,tertiary,37,no,no,cellular,28,jan,253,2,-1,0,unknown,no
43,self-employed,married,secondary,104,no,no,unknown,17,jun,332,1,-1,0,unknown,no
30.96238,management,single,secondary,-17.63468,no,no,cellular,20.927567,aug,593.522001,1.586416,-1,0,unknown,yes
40.200396,management,married,secondary,446.46332,no,no,cellular,23.366595,aug,221.592975,3.053008,92.786106,3.469765,unknown,yes
48,blue-collar,married,primary,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
49,technician,married,secondary,-147,yes,no,cellular,20,apr,390,1,-1,0,unknown,no
49,blue-collar,single,primary,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
27,admin.,single,secondary,619,yes,no,cellular,20,apr,16,5,322,4,other,no
31.652263,management,married,tertiary,929.762271,no,no,cellular,25.932855,oct,205.676947,1.946534,33.313796,0.799841,failure,yes
49.042156,blue-collar,married,secondary,249.548531,no,no,cellular,13.241229,oct,414.253919,1.785323,35.409596,0.953984,unknown,yes
41.762467,management,married,secondary,71.623021,yes,no,cellular,8.867317,jul,1433.00671,1,-1,0,unknown,yes
28,admin.,single,unknown,174,no,no,cellular,28,sep,184,1,-1,0,unknown,no
33,blue-collar,married,secondary,932,yes,no,unknown,21,may,226,1,-1,0,unknown,no
25,technician,single,secondary,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
33.644658,management,married,tertiary,3111.719349,no,no,cellular,16.365796,may,454.008075,1.519977,-1,0,unknown,yes
32,management,married,tertiary,2349,no,no,cellular,14,aug,134,5,-1,0,unknown,no
62.728398,retired,married,tertiary,9192.191422,no,no,cellular,7.559248,jun,113.956809,1.843605,88.133054,4.429093,unknown,yes
28.056374,admin.,married,secondary,-233.555983,yes,yes,cellular,18.206712,may,463.716248,1,27.674888,0.740434,unknown,yes
30.486926,management,single,tertiary,5347.742663,no,no,cellular,13.521458,apr,284.183226,3.304159,21.50709,0.268346,unknown,yes
45,services,married,secondary,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
42.187897,management,single,secondary,20.296902,no,no,cellular,16.376382,aug,639.466474,1.07005,-1,0,unknown,yes
32,admin.,single,secondary,1649,no,no,cellular,27,may,204,2,-1,0,unknown,no
55,entrepreneur,married,secondary,8104,no,no,cellular,6,feb,213,2,-1,0,unknown,no
28,self-employed,single,tertiary,442,no,no,cellular,19,jun,474,3,95,3,other,yes
47,services,married,secondary,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,no
25,technician,single,secondary,959,no,no,cellular,9,jul,144,5,-1,0,unknown,no
57,admin.,divorced,primary,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
53,technician,married,secondary,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no
58.425321,management,married,tertiary,2149.968608,no,no,cellular,16.596891,feb,220.689111,3.839059,95.969824,2,success,yes
47,services,married,secondary,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
54,services,married,unknown,7864,yes,no,unknown,15,may,145,4,-1,0,unknown,no
55,retired,married,secondary,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
35.911443,management,single,tertiary,39.221655,no,no,cellular,15.238909,apr,138.356711,3.728332,0.977749,2.244882,unknown,yes
25.582288,management,single,secondary,4644.212668,yes,no,cellular,13.946336,may,713.469216,5.77781,-1,0,unknown,yes
39,services,married,secondary,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
31,management,single,tertiary,62,yes,no,cellular,18,may,175,1,293,5,failure,no
30.343387,management,single,secondary,2542.635498,no,no,cellular,15.481478,jun,454.759147,1,179.275555,0.827107,unknown,yes
35,technician,single,tertiary,2288,no,no,telephone,28,may,32,2,-1,0,unknown,no
27,technician,single,tertiary,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,no
43,management,divorced,tertiary,497,no,no,cellular,13,may,66,1,363,22,failure,no
42.368697,management,married,tertiary,2776.906604,yes,no,cellular,16.042554,aug,895.660876,6.501706,-1,0,unknown,yes
40.715821,management,married,secondary,1955.458942,yes,no,cellular,11.545893,aug,407.683475,3.229368,277.807003,1.130491,failure,yes
49,admin.,married,secondary,2465,no,no,cellular,20,aug,157,3,-1,0,unknown,no
34,management,married,tertiary,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes
50.244313,management,married,tertiary,1691.385354,yes,no,cellular,14.360032,apr,389.180996,1,405.356758,7.249543,failure,yes
36.815641,admin.,married,tertiary,12.158798,no,no,cellular,13.522683,may,386.53259,4.604402,-1,0,unknown,yes
47.493445,services,married,secondary,518.358185,yes,no,cellular,3.629871,may,399.726322,1.781401,356.992075,2.132099,failure,yes
44,unemployed,single,primary,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
48.185608,management,married,tertiary,1764.861183,no,no,cellular,8.676024,jun,277.349099,1,168.273988,2.49812,unknown,yes
55,entrepreneur,divorced,secondary,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
37,admin.,married,secondary,176,yes,no,cellular,5,may,147,2,347,1,failure,no
35,unknown,married,primary,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no
38.758456,management,single,secondary,6.292253,yes,no,cellular,17.613337,jul,995.882533,1,-1,0,unknown,yes
32,entrepreneur,divorced,secondary,1121,yes,yes,cellular,16,apr,211,3,-1,0,unknown,no
27,technician,single,secondary,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes
45,blue-collar,married,primary,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
51,admin.,divorced,secondary,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
43.802745,management,married,tertiary,0,no,no,cellular,15.392639,apr,133.304162,1.679569,-1,0,unknown,yes
32,admin.,married,secondary,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
44.906328,management,married,tertiary,12.730541,no,no,cellular,20.330457,apr,123.092813,3.487983,-1,0,unknown,yes
46,technician,married,secondary,499,yes,no,cellular,31,jul,37,10,-1,0,unknown,no
52,services,divorced,secondary,238,yes,no,cellular,6,may,101,1,362,5,other,no
34.63322,management,single,tertiary,1356.179451,no,no,cellular,20.329783,aug,551.997091,1.830845,-1,0,unknown,yes
33,services,married,secondary,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no
46,blue-collar,married,secondary,650.656355,no,no,cellular,13.988424,jul,1189.675759,2.605191,-1,0,unknown,yes
46.55279,management,single,secondary,1.810099,no,no,cellular,10.831471,may,1032.821842,1.872974,-1,0,unknown,yes
50,unemployed,married,secondary,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no
41.033563,services,married,secondary,459.709024,no,no,cellular,16.587741,apr,454.338719,2.851481,90.080687,1.724702,unknown,yes
52.465014,blue-collar,single,secondary,11.07542,no,no,cellular,12.959152,may,593.874475,1.709578,-1,0,unknown,yes
41,blue-collar,married,primary,1172,yes,no,unknown,15,may,153,1,-1,0,unknown,no
31,blue-collar,married,secondary,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no
65.004232,blue-collar,married,secondary,316.508167,no,no,cellular,18.696221,jun,389.817488,2.500694,-1,0,unknown,yes
39.088476,technician,single,secondary,111.874766,no,no,cellular,15.468869,may,445.325686,1,204.368768,10.2076,success,yes
33,entrepreneur,married,primary,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
46.524394,management,divorced,tertiary,1263.030294,no,no,cellular,19.258298,aug,734.598558,3.320783,-1,0,unknown,yes
23,technician,single,tertiary,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes
27,unknown,single,tertiary,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
34,admin.,married,secondary,1671,no,no,unknown,21,may,160,1,-1,0,unknown,no
35.862494,student,single,secondary,424.688322,no,no,cellular,15.759723,aug,224.940565,1,74.384803,0.955754,unknown,yes
47,management,married,tertiary,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no
45,technician,married,secondary,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no
66,retired,married,primary,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes
32,management,married,tertiary,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes
45,admin.,divorced,unknown,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
48,blue-collar,married,primary,5366,yes,no,unknown,21,may,248,3,-1,0,unknown,no
46.053733,management,divorced,tertiary,1245.797555,no,no,cellular,16.802102,aug,706.097403,3.880889,-1,0,unknown,yes
51.36778,management,married,tertiary,2868.559033,yes,no,cellular,21.71222,aug,803.243225,5.035706,-1,0,unknown,yes
33,management,married,secondary,3132,yes,no,unknown,23,may,350,5,-1,0,unknown,no
32,management,married,tertiary,62,yes,no,cellular,14,may,166,1,-1,0,unknown,no
44.047305,technician,married,tertiary,3573.824595,no,no,cellular,10.054034,aug,934.246362,2,-1,0,unknown,yes
41.243366,admin.,married,secondary,-300.322976,yes,yes,cellular,19.445912,may,506.586722,1,113.282299,0.095324,unknown,yes
48,blue-collar,single,primary,316,no,no,unknown,5,jun,560,2,-1,0,unknown,no
54.614641,admin.,married,secondary,4687.731544,no,no,cellular,12,may,293.851627,1,156.159523,1.159233,unknown,yes
43.188192,management,married,tertiary,9.200004,no,no,cellular,11.187939,oct,227.850446,1.378935,93.465544,1.131981,success,yes
51,management,married,tertiary,630,yes,no,cellular,5,may,138,1,-1,0,unknown,no
46,blue-collar,married,primary,665,no,no,cellular,30,jan,89,4,235,2,failure,no
41.19629,management,married,tertiary,5652.655847,no,no,cellular,16.846096,may,1044.753702,1.818938,-1,0,unknown,yes
33.085089,management,married,secondary,-30.737711,yes,no,cellular,13.536182,may,585.289327,1,263.08652,1,failure,yes
26,management,single,tertiary,1274,yes,no,cellular,1,jun,190,1,84,1,failure,no
30.924563,unemployed,married,secondary,916.888699,yes,no,cellular,21.206436,jun,1555.966963,1.425392,-1,0,unknown,yes
36.717834,management,married,tertiary,541.581396,no,no,cellular,20.101871,oct,341.05073,1.367081,186.992766,2.250282,success,yes
57,management,married,tertiary,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no
36,management,married,tertiary,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
42.857157,management,married,tertiary,5042.793636,no,no,cellular,23.493663,oct,369.886632,2.591092,70.887232,2.690031,unknown,yes
35,blue-collar,single,primary,293,yes,no,unknown,30,may,521,2,-1,0,unknown,no
35.191242,management,married,tertiary,528.870679,no,no,cellular,15.16634,aug,137.837061,1.232693,11.830168,0.575166,unknown,yes
57,retired,married,tertiary,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
19,student,single,primary,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
41.952016,management,single,tertiary,5887.845448,no,no,cellular,21.278588,feb,188.583165,1,-1,0,unknown,yes
28,blue-collar,married,secondary,373,yes,no,cellular,14,may,10,9,344,1,failure,no
48,admin.,single,secondary,1150,yes,no,unknown,28,may,357,1,-1,0,unknown,no
40.83905,technician,single,secondary,220.552729,no,no,cellular,21.68281,mar,280.826726,1,-1,0,unknown,yes
43,blue-collar,married,secondary,105,no,yes,cellular,4,jul,668,2,-1,0,unknown,no
39.803723,management,married,secondary,2041.460972,no,no,cellular,8.046466,feb,441.307812,5.561511,168.550265,0.723071,unknown,yes
51,unemployed,married,secondary,1760,no,yes,cellular,19,nov,162,1,-1,0,unknown,no
35,blue-collar,married,secondary,243,yes,no,cellular,20,apr,41,3,-1,0,unknown,no
29.560785,blue-collar,married,secondary,-934.535119,yes,no,cellular,6.640392,may,656.524288,1.171699,-1,0,unknown,yes
53,retired,divorced,secondary,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,no
34.828366,management,single,secondary,123.49385,no,no,cellular,14.297697,may,1080.525044,1.431813,-1,0,unknown,yes
45,blue-collar,divorced,secondary,1269,yes,no,cellular,29,jan,549,2,-1,0,unknown,no
48,management,married,tertiary,5887,no,no,cellular,13,aug,227,2,-1,0,unknown,no
31,technician,single,secondary,391,no,no,cellular,13,aug,336,2,-1,0,unknown,no
29.477992,management,married,tertiary,3336.607378,no,no,cellular,11.938534,jun,277.030375,1,146.016128,1.398783,unknown,yes
32,blue-collar,married,secondary,2366,yes,no,unknown,20,may,127,2,-1,0,unknown,no
47,self-employed,married,secondary,2,no,no,cellular,5,feb,236,2,-1,0,unknown,no
45.855052,retired,married,tertiary,8842.642602,no,no,cellular,17.814817,jun,371.166805,2.136281,-1,0,unknown,yes
35,services,married,secondary,109,yes,no,unknown,6,may,597,3,-1,0,unknown,no
54,retired,married,secondary,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,no
33,admin.,married,secondary,220,yes,no,unknown,27,may,345,1,-1,0,unknown,no
26,unemployed,married,tertiary,454,yes,yes,unknown,23,may,28,18,-1,0,unknown,no
34,technician,single,tertiary,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,no
33,blue-collar,married,secondary,249,yes,no,cellular,31,jul,61,4,-1,0,unknown,no
32,services,married,secondary,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,no
78.227057,retired,married,secondary,8072.563766,no,no,cellular,4.712927,may,528.86254,1,82.713301,10.555166,unknown,yes
39,blue-collar,married,secondary,8,no,no,cellular,30,jul,88,3,-1,0,unknown,no
29,blue-collar,married,secondary,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no
43.339562,blue-collar,married,secondary,2156.588904,yes,no,cellular,8.45958,may,593.83545,2.564789,-1,0,unknown,yes
49,entrepreneur,married,secondary,1916,no,yes,telephone,14,jul,281,3,-1,0,unknown,no
87,retired,married,primary,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes
39,technician,married,secondary,1048,no,yes,cellular,21,jul,405,1,-1,0,unknown,no
31.290863,blue-collar,married,secondary,831.893838,no,no,cellular,18.64472,may,1363.968707,4.182379,-1,0,unknown,yes
40.196248,management,married,secondary,488.59938,no,no,cellular,2.387012,may,383.35552,1.233882,361.918012,3.198868,failure,yes
33,management,married,tertiary,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
53,technician,married,tertiary,6072,no,yes,unknown,16,jun,226,4,-1,0,unknown,no
29,services,married,secondary,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
39.552618,retired,married,tertiary,-234.144541,no,no,cellular,17.333851,may,722.156518,1,-1,0,unknown,yes
36,services,single,secondary,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
26,admin.,single,secondary,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no
41,admin.,single,secondary,-256,no,yes,unknown,9,may,35,3,-1,0,unknown,no
27,management,single,tertiary,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
38,technician,married,tertiary,432,yes,no,cellular,15,may,10,2,373,1,other,no
41.21957,services,single,secondary,153.125437,no,no,cellular,7.992694,jul,109.232038,2.907657,-1,0,unknown,yes
28,blue-collar,married,secondary,1020,yes,no,unknown,28,may,251,1,-1,0,unknown,no
51,self-employed,divorced,primary,10924,no,no,cellular,6,may,106,2,-1,0,unknown,no
52,self-employed,single,primary,217,no,yes,cellular,15,jul,193,6,-1,0,unknown,no
33.275658,management,married,tertiary,405.107914,no,no,cellular,3.156488,apr,663.404989,1.103587,-1,0,unknown,yes
32,blue-collar,married,secondary,1787,yes,no,cellular,12,may,87,4,357,4,failure,no
56.708794,management,married,tertiary,1172.071216,no,no,cellular,19.120876,may,257.137793,2.467935,-1,0,unknown,yes
45,technician,married,secondary,1415,yes,no,cellular,24,jul,311,1,-1,0,unknown,no
37.752857,blue-collar,married,secondary,1817.239897,no,no,cellular,29.914974,oct,657.246329,2.454888,-1,0,unknown,yes
52.211984,blue-collar,married,secondary,2325.685168,yes,no,cellular,5.451656,aug,233.214235,1.975923,399.246071,1.770599,failure,yes
71.389714,retired,married,tertiary,8959.704184,no,no,cellular,24.882842,jun,255.330404,2,153.399537,1.384837,unknown,yes
49,unknown,married,unknown,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no
41.707513,blue-collar,single,secondary,-302.087313,yes,no,cellular,20.891297,may,496.560847,1,74.430739,0.952896,unknown,yes
52,admin.,single,unknown,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
59,retired,married,tertiary,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
44.505665,management,married,secondary,4064.890144,no,no,cellular,14.799838,apr,370.181174,2,-1,0,unknown,yes
43,blue-collar,married,primary,778,yes,yes,unknown,15,may,284,5,-1,0,unknown,no
51.977895,blue-collar,married,secondary,623.140242,yes,no,cellular,7.375246,jul,943.625503,1,-1,0,unknown,yes
31.78859,management,single,secondary,97.847106,no,no,cellular,4.835955,apr,115.925768,2.242534,-0.787736,0.544121,unknown,yes
25,unemployed,single,tertiary,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes
41.798844,blue-collar,married,secondary,117.237979,yes,no,cellular,12.395386,jul,1334.097841,1,-1,0,unknown,yes
31,admin.,married,secondary,2304,yes,no,cellular,20,nov,257,2,-1,0,unknown,no
39,management,married,tertiary,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
38.134206,technician,married,secondary,190.939444,no,no,cellular,8.097647,apr,228.473864,1,104.175982,2.722218,unknown,yes
37,self-employed,married,tertiary,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no
39.086261,management,married,tertiary,1343.924089,no,no,cellular,18,aug,327.222038,6.914462,11.404611,1.667438,unknown,yes
34,management,single,secondary,0,no,no,cellular,22,aug,132,4,-1,0,unknown,no
26,technician,single,secondary,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown,no
31,management,single,tertiary,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
42.219488,management,married,secondary,3636.08118,no,no,cellular,19.545711,nov,442.926675,1,96.188676,3,unknown,yes
54.188525,management,married,tertiary,1411.656749,no,no,cellular,18.806128,jun,441.407823,1.758235,-1,0,unknown,yes
46.482837,blue-collar,married,secondary,712.971287,no,no,cellular,14.632027,jul,1199.039037,4,-1,0,unknown,yes
60,management,married,tertiary,759,no,no,cellular,14,aug,136,2,-1,0,unknown,no
45.404037,management,married,secondary,2137.21938,no,no,cellular,6.060333,feb,445.769247,1,156.302593,1.273281,success,yes
38,blue-collar,divorced,secondary,889,no,yes,unknown,18,jun,362,1,-1,0,unknown,no
80.286071,retired,married,primary,482.116878,no,no,cellular,19.080587,jul,880.080485,1,31.290373,0.301367,unknown,yes
36,admin.,single,secondary,0,no,no,cellular,20,apr,637,1,-1,0,unknown,no
21.291274,management,single,secondary,136.488792,no,no,cellular,10,apr,102.000642,1.779347,-1,0,unknown,yes
51.055779,blue-collar,married,secondary,36.907136,yes,no,cellular,23.949495,jul,1469.397062,1,71.348073,1.701688,unknown,yes
33.143352,blue-collar,married,secondary,238.499308,no,no,cellular,20.415798,may,373.978517,1.265763,-1,0,unknown,yes
37,management,single,unknown,715,yes,no,unknown,20,may,247,2,-1,0,unknown,no
27,services,single,secondary,3354,yes,no,cellular,14,may,493,5,-1,0,unknown,no
28,services,married,secondary,0,yes,no,cellular,5,may,335,2,281,8,failure,no
49.057843,management,married,secondary,-53.761543,yes,no,cellular,15.903179,may,660.244293,1.245353,278.871375,1,failure,yes
38,blue-collar,married,primary,2240,yes,no,cellular,19,nov,551,1,183,1,failure,no
49,admin.,married,secondary,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
46.908124,services,married,secondary,244.610564,yes,no,cellular,10.298976,may,1739.282739,4,-1,0,unknown,yes
30,services,divorced,secondary,-94,yes,no,cellular,14,jul,41,2,-1,0,unknown,no
39.144727,management,single,tertiary,3634.235645,yes,no,cellular,12.603215,may,1153.880133,4.224821,-1,0,unknown,yes
77,retired,married,secondary,610,no,no,cellular,13,aug,766,3,-1,0,unknown,no
56,retired,divorced,primary,694,no,no,cellular,29,jan,144,1,102,1,other,yes
36,services,married,secondary,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
30.482013,management,married,tertiary,380.376239,no,no,cellular,4.981644,apr,569.154269,1,56.940877,0.003497,unknown,yes
41,technician,single,secondary,618,no,no,cellular,5,feb,1056,1,-1,0,unknown,no
31,technician,single,secondary,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,no
39.154079,services,married,secondary,523.011078,no,no,cellular,16.991721,apr,492.522683,1.053673,88.708954,0.339269,unknown,yes
40.906801,management,married,tertiary,12.045574,no,no,cellular,22.414668,apr,87.951354,2.099065,-1,0,unknown,yes
45,technician,married,secondary,1673,no,no,cellular,23,oct,76,1,-1,0,unknown,no
50,blue-collar,divorced,primary,1545,yes,no,cellular,20,nov,25,1,-1,0,unknown,no
43,blue-collar,married,secondary,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
31.501128,management,married,tertiary,4.369636,no,no,cellular,9.445701,apr,129.357567,1.100421,75.646877,7.828925,unknown,yes
29.905112,technician,single,secondary,213.314793,no,no,cellular,23.801261,mar,320.01514,1.75155,-1,0,unknown,yes
37,management,married,tertiary,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
47,technician,married,secondary,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,no
42,management,married,unknown,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
32,technician,single,tertiary,569,no,yes,cellular,29,jan,348,1,-1,0,unknown,no
38,admin.,married,secondary,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown,no
49,self-employed,married,secondary,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
80,retired,married,secondary,462,no,no,cellular,7,dec,127,2,-1,0,unknown,no
36,unemployed,single,tertiary,9019,yes,no,unknown,11,jun,952,3,-1,0,unknown,no
36,services,married,secondary,338,no,no,unknown,14,may,90,1,-1,0,unknown,no
41,blue-collar,single,secondary,428,yes,no,cellular,12,may,92,1,-1,0,unknown,no
37,technician,single,secondary,435,yes,no,unknown,26,may,210,1,-1,0,unknown,no
33.857195,management,married,tertiary,3283.924756,no,no,cellular,4.216276,jun,300.918714,1.515113,159.483666,3.019763,unknown,yes
73,retired,married,primary,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
37,self-employed,married,tertiary,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no
31,technician,single,tertiary,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,no
45.637058,retired,married,secondary,985.834873,no,no,cellular,10.546082,feb,674.623465,1.828828,191.206925,3.257655,success,yes
33,management,married,tertiary,752,yes,no,cellular,11,aug,104,4,-1,0,unknown,no
49,services,divorced,secondary,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
31,blue-collar,married,secondary,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
34,management,single,tertiary,5086,no,no,cellular,25,may,213,4,-1,0,unknown,yes
47.332428,management,married,tertiary,1197.420203,no,no,cellular,5.374466,aug,272.222125,1.408524,-1,0,unknown,yes
46,admin.,married,secondary,466,yes,no,cellular,29,jan,169,1,-1,0,unknown,no
48.004248,management,married,primary,799.960919,no,no,cellular,21.949127,jun,333.126362,1.30406,154.095418,2,unknown,yes
34.858998,management,married,tertiary,3108.615894,no,no,cellular,21.666908,may,424.977131,2.947793,61.967254,1.46916,unknown,yes
30,management,married,tertiary,42,no,no,cellular,25,aug,115,6,-1,0,unknown,no
38,technician,single,secondary,0,yes,no,cellular,7,apr,196,2,-1,0,unknown,no
47.693373,retired,married,tertiary,702.172505,no,no,cellular,3.538004,apr,334.172051,1.346273,57.931409,1.212652,unknown,yes
46.96009,technician,single,secondary,1111.59041,no,no,cellular,19.984933,aug,932.398702,1,15.838528,2.267668,unknown,yes
37,technician,single,secondary,5436,yes,no,cellular,6,may,7,11,351,1,failure,no
46,entrepreneur,married,secondary,757,no,no,unknown,16,jun,382,3,-1,0,unknown,no
51,self-employed,divorced,secondary,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no
43.427841,blue-collar,married,secondary,126.142002,yes,no,cellular,23.839035,may,511.671093,1.09791,84.180351,3.587577,unknown,yes
39,admin.,divorced,secondary,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown,no
34,management,married,tertiary,436,yes,no,cellular,17,apr,28,1,345,1,failure,no
28,student,single,secondary,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
42,management,married,secondary,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
46.521878,blue-collar,married,secondary,2267.107173,no,no,cellular,12.089924,feb,178.387426,2.48455,-1,0,unknown,yes
37,technician,single,secondary,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no
53.005849,management,married,secondary,465.509109,no,no,cellular,11.487966,apr,214.288797,1,26.570027,0.478468,unknown,yes
43.906727,admin.,married,secondary,4712.715645,no,no,cellular,14.94795,apr,250.639722,1,97.650927,4.393418,unknown,yes
33.46988,management,married,secondary,103.386219,yes,no,cellular,16.50302,may,666.792094,1.223655,-1,0,unknown,yes
47.787054,management,married,tertiary,1193.399659,no,no,cellular,7.710829,aug,386.394715,1.596347,1.726738,0.978492,unknown,yes
50,blue-collar,married,primary,8139,yes,no,cellular,18,aug,256,6,-1,0,unknown,no
70.295565,retired,married,tertiary,8652.491576,no,no,cellular,12.727007,jun,307.05748,1.822462,49.970684,0.509457,unknown,yes
33,management,divorced,secondary,106,no,no,cellular,20,aug,175,3,-1,0,unknown,no
31,unemployed,single,secondary,-186,yes,no,unknown,26,may,172,3,-1,0,unknown,no
28.538969,technician,single,secondary,211.983509,no,no,cellular,23.366288,apr,321.803699,1.821219,-1,0,unknown,yes
33,services,single,secondary,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,no
35,technician,married,secondary,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
47,self-employed,married,tertiary,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
34,technician,married,secondary,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
